plate,well,compound,path,C1,C2,C3,C4,C5,moa
P015083,F17,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s2_w1D25EDC29-3786-47EC-8D3D-774C1A78EF18.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s2_w2B0232A07-B0F5-43D0-A9F0-E7446BAF12C6.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s2_w31D696DC2-6C4B-497E-B18A-4E1C868BFC93.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s2_w4698167A6-E786-4ADA-BF80-5D5DD3D54C27.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s2_w56B71AAD0-5EA6-43C6-A5A9-FDA0725D9374.tif,dmso
P015083,F17,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s3_w19CC763E2-C20A-4D7A-BE48-685E3E837566.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s3_w2EC8D5122-F55E-4AEC-BE37-BB06D9AE1717.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s3_w35802A044-E497-4F5E-B7DC-639E13C3C3C5.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s3_w4BC6D52A5-61D1-41E9-B489-F6FDC47F5B91.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s3_w5CD9BB528-5A56-44A6-B474-9AF0C539D583.tif,dmso
P015083,F17,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s4_w1ABA11EFD-312D-4801-B0C3-4ECD6402146C.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s4_w24B919EDD-171B-4E9D-8805-F7C071B61108.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s4_w342879376-3E79-4FC4-8D25-85892999FBC0.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s4_w4C889CB69-D64F-4BB3-A152-47F06C49F1B6.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s4_w58E4D3F4D-3E50-42D4-B313-456C37D8AAB5.tif,dmso
P015083,F17,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s5_w147B7F60B-48E7-4295-8551-65627777FCF4.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s5_w226E219D9-B072-4102-93C0-D6E8CAD3295B.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s5_w3CF240378-D058-46CE-A1F5-941C3E397382.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s5_w4B8407DA6-9A10-4A3E-9B39-56A01C976C08.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s5_w575F69C7C-DF64-42E8-8D95-2E9875999F3E.tif,dmso
P015083,F17,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s6_w1F0259F88-6886-4C50-B33D-2F21DEEDC3DA.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s6_w28BE39090-DA42-4608-97D3-52467A33A204.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s6_w393A80CAC-E2B5-4614-BC90-1ABBB6D73BAC.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s6_w421FE5B4D-392F-415B-BED3-B07AC85B45BA.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s6_w57A57E817-1D48-4490-A3F6-2B08D869159A.tif,dmso
P015083,F17,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s7_w1766673AE-BD99-498F-80F0-9621AE2D8FDD.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s7_w2BBE029DF-41B9-45C3-A59C-16BE40EC531C.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s7_w358C35B89-62F7-4B57-B22F-2CE966576585.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s7_w4B2490ADD-6D03-4F08-B8CF-AE71A9C8323C.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s7_w5DFCA3D34-EEF9-447C-981F-7696BA402AE3.tif,dmso
P015083,F17,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s8_w1302F1B37-DE3A-42DC-AA39-37B39318AA94.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s8_w2A5B17841-A9C7-4F0F-B429-055804E16691.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s8_w353C7479A-9E43-409E-BC3D-817178C591D9.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s8_w4EB1D3220-8088-4C59-9A99-075798596840.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s8_w5174F4A0E-378A-4033-AD2F-A5FFB041ED33.tif,dmso
P015083,F17,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s9_w187800280-8E46-4FCC-A9BA-6055A3AC2597.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s9_w28CC94491-86D1-4D8B-8393-AE6113191A5B.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s9_w377CDC8DC-3773-4716-9A8E-428D9B041099.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s9_w4995BF754-6946-46CD-9960-3CEB23F45ABC.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_F17_s9_w53EB7D2E9-FB5D-46CF-953A-670FACF50D29.tif,dmso
P015083,G04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s1_w1DBEBE82C-D324-4ABC-BC64-DBA6E704F232.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s1_w2F17DEE43-4C8C-411E-AD7E-D6008E9244BF.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s1_w3054D8B1B-120B-4E1E-AEE1-4B2FD1CD52F4.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s1_w409EDAFB6-6621-41BB-9288-52BC8F523637.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s1_w5335489D3-C659-47CD-873D-B09E44D572B4.tif,dmso
P015083,G04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s2_w1C7A2F5B3-0AF3-4D9A-9F76-615FC0083D8E.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s2_w2C91B1342-B7D8-4DFE-AD97-E4856C860493.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s2_w37C0C68F8-FB3E-4B09-AA93-7DB64568C3C8.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s2_w48A47704F-3A73-4288-8B3A-828FD778FABF.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s2_w52E43F848-6A0D-4EBF-AB73-AC59AD1F22E0.tif,dmso
P015083,G04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s3_w1CFDE5633-C468-4FAB-8168-1F535BDD53BB.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s3_w2C0EFADF5-DA18-445C-BCE7-3E23EED5DA47.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s3_w349A9D694-0E29-4C5D-86A2-B8C1A0E8B2DB.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s3_w47B720035-8CAA-4F0B-899E-5490CF65F156.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s3_w5749AE3CE-A953-4F2C-A14A-FC6D1D58B941.tif,dmso
P015083,G04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s4_w1F5F414E3-A5B5-46D7-9B02-1355EA4CEFCE.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s4_w21E2DE00B-D342-4750-990F-B33E3035F2A2.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s4_w31F241E9F-F72F-4F77-878E-58B03C32A575.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s4_w4FE9D2EF7-0422-4D67-84CC-85E0071D8144.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s4_w58BEEDD35-6985-49A7-8E4E-B29FCC24DDC9.tif,dmso
P015083,G04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s5_w1D8D7CF92-6293-4763-800F-8130567038DB.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s5_w298480B45-4399-41AC-89D2-83E64055E819.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s5_w3386C4633-E011-468B-9025-FC4CB362B64D.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s5_w466306F7C-1C34-4973-975C-5409EC6BB599.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s5_w5061C5345-BF7D-495A-B25E-0CEAB1E1C217.tif,dmso
P015083,G04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s6_w1C288B9B3-2F7E-4E77-BBC9-2FA3FADA996D.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s6_w22FC19D3C-D944-48CD-A7FC-9EB1C3693008.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s6_w3BA9D38FC-A89D-48A9-8D52-04ACE3C27991.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s6_w47B3E076D-B394-4548-915B-64EE692AC390.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s6_w52A93A86A-81C1-46CA-A2AC-75B0A3BB832C.tif,dmso
P015083,G04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s7_w12AED913C-9812-48BB-B3A9-9B5ED97C75BF.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s7_w2A8838230-2B0A-4A58-AC5A-23723A9F6CFD.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s7_w37FEE5699-2374-476D-8BE3-E5E8CAE3B8BD.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s7_w4D6D85328-8BF1-4876-B249-21466DD3A626.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s7_w59A930EBF-42F3-4ED1-832F-059634E0265E.tif,dmso
P015083,G04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s8_w14FEE5F3C-1499-41FD-87D0-D5EF34A936AA.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s8_w200A58993-AAB7-48DA-B16F-97205589195A.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s8_w318315D64-AEEF-476B-93FB-676CB96CCA98.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s8_w42550D94C-B1DC-41DE-88CC-5D54A9C14C02.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s8_w5D6CC6B2D-CCB3-42C3-8B8C-B0E40544040A.tif,dmso
P015083,G04,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s9_w10A51D0B5-AA5A-42B1-B2AE-8750E1D1B17D.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s9_w25575C8A8-5CC0-49D3-AEB5-17EC492E2AE4.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s9_w3522AB3B2-8351-4F35-AA2B-90A0B9550B80.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s9_w4D7682ED8-1E15-499D-A4BE-A9BEF9851698.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_G04_s9_w5754DE756-C17C-4BEA-AAC6-AF090E9472E2.tif,dmso
P015083,H06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s1_w1E9232696-0A63-4893-87EB-55057151EFAA.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s1_w27E1664CA-E2AB-4C6A-86E6-49A86367CB2F.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s1_w398B139B0-DF13-4CDE-A799-9DAA6DCE0823.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s1_w47D507C05-A00D-4C04-B363-E77DD2BC3491.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s1_w5D4A3BD43-74F3-42A2-A8DC-875B246CCBD1.tif,dmso
P015083,H06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s2_w17FB0D7E8-C98B-44A5-86B5-A2ED8B89F095.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s2_w291E01E3E-2FBE-4909-A705-D8AB8BC5BD41.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s2_w378657770-0965-432C-9F72-98681D261DF0.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s2_w4E5949E7C-917F-43AD-A305-415698A96DB6.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s2_w521815708-755F-4769-B518-7B9CE999C7AE.tif,dmso
P015083,H06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s3_w17F95FB46-A2CC-4365-8B26-305EA3AE983A.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s3_w22F6B6193-8E50-48F1-AE56-BB76B72C63C5.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s3_w323F68546-9024-4B2D-AD67-1D05D1D6D4EE.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s3_w4FE4AEA44-E1FA-4E08-884D-1024B272FAA4.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s3_w5BC0A7105-592A-4F62-8292-2C92256181D1.tif,dmso
P015083,H06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s4_w1B144717C-FB88-42FB-B9C0-404C8701EFD3.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s4_w2F16B7CDA-A2A3-4B9B-B395-1978264FDD1A.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s4_w33E4DEE9F-A98A-4ED4-9E27-D62688E835B5.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s4_w4F4B20DD1-411B-4C56-B00D-B7A1BAA67B48.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s4_w596EF7802-5B42-451B-A50D-E046C1CAB969.tif,dmso
P015083,H06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s5_w117DA906E-45B2-4A4B-B338-809BC7A82E8D.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s5_w2DC0D5F44-448C-48F7-B26B-4406CACABD5C.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s5_w341123360-17BD-455F-B4B6-6FE242B0B09D.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s5_w42E6C5BB9-E994-4B90-9AA1-8E8B833EAF43.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s5_w549746D46-6D20-4876-B5B8-F8BA4D6796F1.tif,dmso
P015083,H06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s6_w1E6E25A2F-93D5-41E1-ACC4-8F139947F308.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s6_w205D66987-524D-4710-8698-F7634A0C4095.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s6_w32355FFDF-7622-4686-AF62-3A0C16446E67.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s6_w4AEEDE9BC-DF25-4C97-A2FF-3322B92954B8.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s6_w559DAF205-A910-4948-99D4-84D4FAA57C4F.tif,dmso
P015083,H06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s7_w1E364379B-FA85-49E1-A923-5F48C956719F.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s7_w2D48B4D5F-853E-46D7-90AE-2BB1CA2F9690.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s7_w3F9A765DA-3021-4554-B71F-55A0D0F567E9.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s7_w49076266D-B355-462C-88EC-2F8337863D7F.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s7_w58D3E5092-6125-44C3-81A7-8E41684D7BD8.tif,dmso
P015083,H06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s8_w1CBC67B65-10DB-418C-93A6-7C252263111B.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s8_w205FA493F-24CC-42EB-AAD4-E8252C6C3AFE.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s8_w39AEEA97D-ECB1-46FD-AF5C-0FF97D0B7FD3.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s8_w420A3BB36-D1D6-4E3D-A3A7-AC8EAB428376.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s8_w50E1EFDD3-7CE2-43F7-9012-EF818308FA4E.tif,dmso
P015083,H06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s9_w18DBDE469-4621-43BA-95AC-01BD8AAC39D6.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s9_w2EF66D186-6253-4914-A49B-4F8453AA076E.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s9_w3D42CC75B-E76D-4DC6-9224-C4D250878AF7.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s9_w40FBCE66C-1A80-472F-94CF-776F438461B4.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H06_s9_w595718F23-B356-48BE-B16C-5CB50B58CE04.tif,dmso
P015083,H15,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s1_w1CE9DA088-9462-4D96-8405-8B9CD248ABA7.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s1_w248C9750E-F3B6-48D4-86D0-9DDD5225DF22.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s1_w3C0B7F29E-2277-498A-AC27-9D2D6F8E31E3.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s1_w4D0B07D05-E854-45DE-891A-C07216C0169E.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s1_w565E786DB-1D94-4E95-864B-A10CDE59D462.tif,dmso
P015083,H15,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s2_w181C0FF8E-9918-43A4-BA03-28C64F3DCE0C.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s2_w2247EC9F3-F23A-4820-AECF-73211BD86778.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s2_w3740B2AC4-D45A-42B8-B65D-44C615D0C35E.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s2_w4615131F0-6D57-402E-B8CA-5973AFD8F0EA.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s2_w5C8B2327E-C787-4A77-8423-1E83CED48B9D.tif,dmso
P015083,H15,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s3_w1E36BE550-3F32-4EF8-9C65-B39F07833C64.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s3_w2E4560633-B1D2-472D-A924-5339EB37F36C.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s3_w3AB7111C2-F4CD-4E50-94DD-A88027E60316.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s3_w4FB24E2AE-E5DA-4599-B34D-B205A95D24B5.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s3_w5F12F9544-103A-4B60-B1EB-7F1E378C5492.tif,dmso
P015083,H15,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s4_w1C9ABC185-518D-46A2-8BDD-278659600A2D.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s4_w22CE63BCA-6334-4427-B647-2C1D9E155C05.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s4_w3D1F5A7F9-5AD4-41C8-84AA-41C13044D098.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s4_w433F19CE5-FDFD-43AD-ACDF-544BEA24254A.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s4_w5F5A26CEF-CE26-46A2-B8F7-00F2589F46D5.tif,dmso
P015083,H15,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s5_w17D07FCD5-9EA7-4E51-82F7-02D33769F310.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s5_w29CBCE53E-F46A-44BB-ABA3-B34A95889C2D.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s5_w353531234-E3DF-40C8-A620-4328258394CD.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s5_w4519173AF-174E-4D91-8435-9D1D1B6608B4.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s5_w57467617B-0833-4045-8D42-601BF243EACD.tif,dmso
P015083,H15,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s6_w1DBFF3485-6EDA-4D9C-8F2A-161E801F1134.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s6_w22654E078-6C10-424A-B386-6D37E283E769.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s6_w34D095518-B7C0-42EC-9471-4BAEBD060102.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s6_w4E5EA70F6-DA78-4019-818F-E6E04DA7F04B.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s6_w50900CA66-CD52-4968-9F23-A110EF487F3E.tif,dmso
P015083,H15,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s7_w1AAD60B6D-E5F5-4C1C-9CAD-60C950EECCB7.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s7_w2B4AF35A1-6C14-40F1-9847-208CA5D94603.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s7_w3C02448FD-2C36-4EB7-9751-918A51AE27CB.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s7_w419C48482-5D2E-41EA-B727-FC9D947F5967.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s7_w522B1B720-42DD-4F91-A888-F9996EB6C1A3.tif,dmso
P015083,H15,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015083-U2OS-48h-P4-L2/2021-12-21/863,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s8_w15FE7043D-12C1-488C-95FF-4BC6182832CF.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s8_w2C47378F5-4D6C-47CF-A337-1953AC475BD9.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s8_w3F2E82408-2473-4277-B2A0-7BAF7625E120.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s8_w4AC2FCCE4-C7CB-43A6-9A96-512123C8FD8B.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2_H15_s8_w552C9E6D3-F920-46E7-8E42-D7F6845D1C67.tif,dmso
