plate,well,site,bf_site,compound,path,moa
P015087,B20,s8,s5,CBK309442,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_B20_s8_w5F7F2B662-01C7-4205-9A46-640BE57C19E7.npy,DNA polymerase inhibitor
P015087,B22,s2,s1,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_B22_s2_w5DA60877B-17FA-4131-879A-1FFC980B8094.npy,DNA polymerase inhibitor
P015087,B22,s4,s2,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_B22_s4_w5CCE520EB-95D7-4E01-9B3B-FE15930E85DA.npy,DNA polymerase inhibitor
P015087,B22,s5,s3,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_B22_s5_w5D0DE1243-5147-493D-AB16-C6770977AC82.npy,DNA polymerase inhibitor
P015087,B22,s6,s4,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_B22_s6_w50A058588-B424-4C91-BFD3-EC4ACD03BE22.npy,DNA polymerase inhibitor
P015087,B22,s8,s5,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_B22_s8_w55F0C4BFC-A40C-4A42-B97B-86CB3A2E9243.npy,DNA polymerase inhibitor
P015087,C02,s2,s1,CBK200575,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C02_s2_w5C67C3712-3696-4C6B-AD6B-ADED0BC6EB0C.npy,cyclooxygenase inhibitor
P015087,C02,s4,s2,CBK200575,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C02_s4_w596143B5A-2C23-4E89-A942-F34BD5862155.npy,cyclooxygenase inhibitor
P015087,C02,s5,s3,CBK200575,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C02_s5_w5BDA57C2A-4AD3-4306-B16D-2A3699B287FE.npy,cyclooxygenase inhibitor
P015087,C02,s6,s4,CBK200575,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C02_s6_w5DB947CC2-849F-4C56-9BA7-B16DE073A466.npy,cyclooxygenase inhibitor
P015087,C02,s8,s5,CBK200575,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C02_s8_w52C57A0A7-E365-4535-AC82-91FA3488602F.npy,cyclooxygenase inhibitor
P015087,C03,s2,s1,CBK201077,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C03_s2_w529E349D1-6ECF-4FD7-9827-DB191F3A0DEF.npy,DNA polymerase inhibitor
P015087,C03,s4,s2,CBK201077,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C03_s4_w5849D4F4F-7457-4091-A233-F43F66F0AAFD.npy,DNA polymerase inhibitor
P015087,C03,s5,s3,CBK201077,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C03_s5_w5917BCDFC-E5E6-4F11-A9EE-D9F8DB046E41.npy,DNA polymerase inhibitor
P015087,C03,s6,s4,CBK201077,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C03_s6_w586731974-7991-42DB-BEAE-1D207CADEAAE.npy,DNA polymerase inhibitor
P015087,C03,s8,s5,CBK201077,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C03_s8_w59399EEBF-C5E5-439E-9EBD-AC0A3066F1AA.npy,DNA polymerase inhibitor
P015087,C04,s2,s1,CBK042166,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C04_s2_w5F8121514-EFD5-4B66-9C31-D2FB6BB284AA.npy,DNA polymerase inhibitor
P015087,C04,s4,s2,CBK042166,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C04_s4_w5B0E5346D-8DAE-4C4F-A162-0B9D2009A1FC.npy,DNA polymerase inhibitor
P015087,C04,s5,s3,CBK042166,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C04_s5_w516D90E80-6206-4FBE-8B9D-5680469F88CE.npy,DNA polymerase inhibitor
P015087,C04,s6,s4,CBK042166,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C04_s6_w5633BCA6C-4392-476E-9E92-6F6F169854F8.npy,DNA polymerase inhibitor
P015087,C04,s8,s5,CBK042166,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C04_s8_w5DA8AEE04-73D9-462C-9B6F-C12363463279.npy,DNA polymerase inhibitor
P015087,C05,s2,s1,CBK041439,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C05_s2_w504156F25-51FA-4767-91BF-D9BC6CD8EC73.npy,cyclooxygenase inhibitor
P015087,C05,s4,s2,CBK041439,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C05_s4_w515ABF66A-18A9-48CA-AE2E-D0CFB94AFD15.npy,cyclooxygenase inhibitor
P015087,C05,s5,s3,CBK041439,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C05_s5_w5E11E7BB4-6811-410A-B2A3-5417B6110982.npy,cyclooxygenase inhibitor
P015087,C05,s6,s4,CBK041439,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C05_s6_w535ECCC57-0663-4B6C-B190-BF3B2E99FE4F.npy,cyclooxygenase inhibitor
P015087,C05,s8,s5,CBK041439,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C05_s8_w568650286-0A48-416B-8CD7-9E7F1B54580B.npy,cyclooxygenase inhibitor
P015087,C09,s2,s1,CBK289778,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C09_s2_w53B705DDB-36BB-464E-9A5D-6A1136925F57.npy,DNA polymerase inhibitor
P015087,C09,s4,s2,CBK289778,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C09_s4_w553D1134C-171F-414A-AA88-45FFD279DEFE.npy,DNA polymerase inhibitor
P015087,C09,s5,s3,CBK289778,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C09_s5_w56ACF460C-F83D-41F1-9E71-00EED9E6BB04.npy,DNA polymerase inhibitor
P015087,C09,s6,s4,CBK289778,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C09_s6_w538369280-A984-4065-B57D-8512FF4BD131.npy,DNA polymerase inhibitor
P015087,C09,s8,s5,CBK289778,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C09_s8_w5285AB77E-7FF1-43BA-8125-3ABEB6595782.npy,DNA polymerase inhibitor
P015087,C11,s2,s1,CBK309151,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C11_s2_w5F9A2D298-4843-4943-B5BB-776E8256EE2B.npy,CC chemokine receptor antagonist
P015087,C11,s4,s2,CBK309151,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C11_s4_w5909167C1-9B26-4381-982F-9137C2AFC4DF.npy,CC chemokine receptor antagonist
P015087,C11,s5,s3,CBK309151,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C11_s5_w53FD82947-528C-482F-9C6E-4FC214EC0F45.npy,CC chemokine receptor antagonist
P015087,C11,s6,s4,CBK309151,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C11_s6_w5180C88B8-FD8A-4F00-84AF-2504E02CCEBF.npy,CC chemokine receptor antagonist
P015087,C11,s8,s5,CBK309151,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C11_s8_w545905951-267E-4E8B-88CD-1474EDD96F8A.npy,CC chemokine receptor antagonist
P015087,C13,s2,s1,CBK309263,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C13_s2_w5F3CD9398-A752-4E4B-84B3-56D2BB1AFDC4.npy,CC chemokine receptor antagonist
P015087,C13,s4,s2,CBK309263,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C13_s4_w5BCD75BB0-D72B-4D4F-9350-AC112151A8E2.npy,CC chemokine receptor antagonist
P015087,C13,s5,s3,CBK309263,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C13_s5_w546874C0F-8BC7-4D42-B29D-C0479D07CDCD.npy,CC chemokine receptor antagonist
P015087,C13,s6,s4,CBK309263,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C13_s6_w51630D02D-30DC-4230-8E20-29A22707351D.npy,CC chemokine receptor antagonist
P015087,C13,s8,s5,CBK309263,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C13_s8_w5EAFEE1B0-CB95-496C-BF65-6B0F74FEF5FA.npy,CC chemokine receptor antagonist
P015087,C14,s2,s1,CBK290002,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C14_s2_w56206E50B-A1E1-4044-821C-283EAEE7EDD0.npy,cyclooxygenase inhibitor
P015087,C14,s4,s2,CBK290002,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C14_s4_w58821D5C4-2BEE-4901-B6E2-1BF37B4B17A5.npy,cyclooxygenase inhibitor
P015087,C14,s5,s3,CBK290002,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C14_s5_w54C38059D-5534-4AAB-9C0D-5EB73FD9CFD1.npy,cyclooxygenase inhibitor
P015087,C14,s6,s4,CBK290002,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C14_s6_w5990D8777-21BA-4935-914B-1FC0284537B4.npy,cyclooxygenase inhibitor
P015087,C14,s8,s5,CBK290002,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C14_s8_w562EE5422-6C64-4143-8BEC-2CE1EE2E1303.npy,cyclooxygenase inhibitor
P015087,C15,s2,s1,CBK041382,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C15_s2_w5AAC22C56-87ED-4104-807B-8E13BA3510CE.npy,cyclooxygenase inhibitor
P015087,C15,s4,s2,CBK041382,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C15_s4_w5149D792F-F303-49DC-B36F-F3D37C9C3BD0.npy,cyclooxygenase inhibitor
P015087,C15,s5,s3,CBK041382,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C15_s5_w5BC8B0B1C-17E1-4985-83B1-4FB92887C405.npy,cyclooxygenase inhibitor
P015087,C15,s6,s4,CBK041382,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C15_s6_w5CC693855-D91D-420D-A5F1-0F3FD7BC78D4.npy,cyclooxygenase inhibitor
P015087,C15,s8,s5,CBK041382,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C15_s8_w50BCF29E7-F599-4DF2-B101-68F0E3D6F128.npy,cyclooxygenase inhibitor
P015087,C16,s2,s1,CBK011647,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C16_s2_w5F5B75FDC-C5F6-42E0-BD22-0BEC243F867A.npy,cyclooxygenase inhibitor
P015087,C16,s4,s2,CBK011647,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C16_s4_w555003DC2-70E0-4F80-ABBE-4A152C4BADBF.npy,cyclooxygenase inhibitor
P015087,C16,s5,s3,CBK011647,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C16_s5_w55B14C84C-C39B-4014-9157-A78ABED4A2DC.npy,cyclooxygenase inhibitor
P015087,C16,s6,s4,CBK011647,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C16_s6_w5085141F6-8337-446C-BEDF-797B2A475C66.npy,cyclooxygenase inhibitor
P015087,C16,s8,s5,CBK011647,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C16_s8_w5439D64DD-51BD-43F2-AACB-7EB59C71EF68.npy,cyclooxygenase inhibitor
P015087,C18,s2,s1,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C18_s2_w5B95B1FE5-3D09-469E-9393-0286B33250B3.npy,DNA polymerase inhibitor
P015087,C18,s4,s2,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C18_s4_w55900BD5A-8351-46E9-BD6F-A9057D81A9EE.npy,DNA polymerase inhibitor
P015087,C18,s5,s3,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C18_s5_w56815AF31-65C4-4A6F-B783-11DD4CE30B86.npy,DNA polymerase inhibitor
P015087,C18,s6,s4,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C18_s6_w57FA142E4-872A-4AFD-B730-8631C9CEAFFA.npy,DNA polymerase inhibitor
P015087,C18,s8,s5,CBK308623,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C18_s8_w54F056C0A-9305-4C58-A0B2-0871170E4DF3.npy,DNA polymerase inhibitor
P015087,C19,s2,s1,CBK290574,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C19_s2_w5609DF19B-B294-42C1-A45F-64D6076AA7CC.npy,DNA polymerase inhibitor
P015087,C19,s4,s2,CBK290574,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C19_s4_w5A918DA59-24D4-4B85-A3D4-92DCC2D84317.npy,DNA polymerase inhibitor
P015087,C19,s5,s3,CBK290574,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C19_s5_w57F6A62EE-00EC-48C1-AEB5-66857E7D80BD.npy,DNA polymerase inhibitor
P015087,C19,s6,s4,CBK290574,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C19_s6_w518836C8A-F93B-4AA7-ACBD-9AC36B6D6961.npy,DNA polymerase inhibitor
P015087,C19,s8,s5,CBK290574,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C19_s8_w56317FE56-2355-4F81-B300-CAB0321E8BE4.npy,DNA polymerase inhibitor
P015087,C21,s2,s1,CBK041766,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C21_s2_w59892646E-0D72-4445-BA14-511168524F53.npy,DNA synthesis inhibitor
P015087,C21,s4,s2,CBK041766,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C21_s4_w56C062DB1-0DC8-4459-8561-0555B890618B.npy,DNA synthesis inhibitor
P015087,C21,s5,s3,CBK041766,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C21_s5_w57A53EE56-70D2-453F-9A6B-EDB79739CF3C.npy,DNA synthesis inhibitor
P015087,C21,s6,s4,CBK041766,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C21_s6_w526C57206-BBC0-41DF-AA94-BCD5223682FF.npy,DNA synthesis inhibitor
P015087,C21,s8,s5,CBK041766,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C21_s8_w56ED6FBB5-2A10-4693-B527-B707A21B30B5.npy,DNA synthesis inhibitor
P015087,C23,s2,s1,CBK042102,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C23_s2_w5561716AD-5B13-4B7E-8262-AD33A348546F.npy,cyclooxygenase inhibitor
P015087,C23,s4,s2,CBK042102,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C23_s4_w5D82B4F06-FAE5-4BD7-96B0-F50FB57C9585.npy,cyclooxygenase inhibitor
P015087,C23,s5,s3,CBK042102,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C23_s5_w5E6A5C122-B67E-4932-A220-07C7CDD6B9CA.npy,cyclooxygenase inhibitor
P015087,C23,s6,s4,CBK042102,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C23_s6_w522FFEC4E-88C5-4078-B0BB-13332139FCEF.npy,cyclooxygenase inhibitor
P015087,C23,s8,s5,CBK042102,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_C23_s8_w59957570E-6DE2-4DBD-ACEF-999045B8CBB5.npy,cyclooxygenase inhibitor
P015087,D03,s2,s1,CBK200655,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D03_s2_w587447BAF-A1D8-436E-9586-6B7455DB80E9.npy,cyclooxygenase inhibitor
P015087,D03,s4,s2,CBK200655,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D03_s4_w5E40B5207-9C8D-47F3-830E-0F8F7CC1A476.npy,cyclooxygenase inhibitor
P015087,D03,s5,s3,CBK200655,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D03_s5_w5BAD279EA-E866-4DBA-8ED8-A02B60CE510D.npy,cyclooxygenase inhibitor
P015087,D03,s6,s4,CBK200655,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D03_s6_w5936A3A27-5E07-42DC-9826-732D3887493C.npy,cyclooxygenase inhibitor
P015087,D03,s8,s5,CBK200655,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D03_s8_w58C6605DB-14A7-4178-B618-CF8B59C264E8.npy,cyclooxygenase inhibitor
P015087,D05,s2,s1,CBK004363,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D05_s2_w51AD0345A-FA17-4984-B858-D1453D12C9EB.npy,cyclooxygenase inhibitor
P015087,D05,s4,s2,CBK004363,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D05_s4_w510463CA0-4B31-4B6F-A974-1BB0D772A1AF.npy,cyclooxygenase inhibitor
P015087,D05,s5,s3,CBK004363,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D05_s5_w5F2BD5CB6-212F-4E66-9517-8BDD2146DA57.npy,cyclooxygenase inhibitor
P015087,D05,s6,s4,CBK004363,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D05_s6_w5CA02C53E-7279-4034-B0C7-13429FAEFCE5.npy,cyclooxygenase inhibitor
P015087,D05,s8,s5,CBK004363,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D05_s8_w5A178D544-976B-47BF-B45E-A76F22B1CC22.npy,cyclooxygenase inhibitor
P015087,D06,s2,s1,CBK308946,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D06_s2_w5325BE577-2574-491E-B101-20CBF09EA608.npy,CC chemokine receptor antagonist
P015087,D06,s4,s2,CBK308946,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D06_s4_w5EDAB35DC-7EEC-40A2-9DA2-ACBB590F70B6.npy,CC chemokine receptor antagonist
P015087,D06,s5,s3,CBK308946,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D06_s5_w593B4AEE3-E7AA-4635-A8AD-FCD6E9BDE577.npy,CC chemokine receptor antagonist
P015087,D06,s6,s4,CBK308946,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D06_s6_w5172793CD-CA6E-4051-9ABD-1A13DF637117.npy,CC chemokine receptor antagonist
P015087,D06,s8,s5,CBK308946,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D06_s8_w5F3899ABD-31CC-4ECB-ABEC-51ACB78B2B46.npy,CC chemokine receptor antagonist
P015087,D07,s2,s1,CBK011667,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D07_s2_w5EC0BEAA6-6CBB-4941-8D45-D8AC7CDB0276.npy,DNA polymerase inhibitor
P015087,D07,s4,s2,CBK011667,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D07_s4_w5397BAF75-8FC7-46EF-A6BD-49E1E0CABC16.npy,DNA polymerase inhibitor
P015087,D07,s5,s3,CBK011667,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D07_s5_w5A2E554F0-13DF-469B-9266-9C226B2692AC.npy,DNA polymerase inhibitor
P015087,D07,s6,s4,CBK011667,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D07_s6_w521356942-488E-4B39-987A-FBAC09D80F3D.npy,DNA polymerase inhibitor
P015087,D07,s8,s5,CBK011667,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D07_s8_w53E4FA4B0-7B45-499B-A1C0-E780FCF383F0.npy,DNA polymerase inhibitor
P015087,D08,s2,s1,CBK200564,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D08_s2_w58C730435-0197-4238-9A3B-04773AC7D1EB.npy,cyclooxygenase inhibitor
P015087,D08,s4,s2,CBK200564,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D08_s4_w505F825C9-CE00-4EFE-BE4C-CE8F7BAA7857.npy,cyclooxygenase inhibitor
P015087,D08,s5,s3,CBK200564,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D08_s5_w554124445-BDA8-4D67-BCA3-2888F1B5EC4E.npy,cyclooxygenase inhibitor
P015087,D08,s6,s4,CBK200564,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D08_s6_w5840AE500-F423-4CC1-9A17-1C698A56944C.npy,cyclooxygenase inhibitor
P015087,D08,s8,s5,CBK200564,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D08_s8_w533435198-8661-48C3-A3CB-CA705B6C3DDD.npy,cyclooxygenase inhibitor
P015087,D09,s2,s1,CBK015987,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D09_s2_w5F64688E6-ACFF-4206-B30B-10A5BD341595.npy,cyclooxygenase inhibitor
P015087,D09,s4,s2,CBK015987,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D09_s4_w5F729376E-0958-4190-9E76-AC93CDF72768.npy,cyclooxygenase inhibitor
P015087,D09,s5,s3,CBK015987,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D09_s5_w5565FA084-AABB-4A34-97C2-1C04FD72C548.npy,cyclooxygenase inhibitor
P015087,D09,s6,s4,CBK015987,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D09_s6_w56E4076D5-6E7C-4D51-87E9-BCFD35CF64B4.npy,cyclooxygenase inhibitor
P015087,D09,s8,s5,CBK015987,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D09_s8_w59F0EEF27-AD1B-4FA3-8B60-304AA5D825ED.npy,cyclooxygenase inhibitor
P015087,D10,s2,s1,CBK011558,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D10_s2_w5BE73FB01-18B3-4B11-B166-ABF81F6CD70B.npy,cyclooxygenase inhibitor
P015087,D10,s4,s2,CBK011558,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D10_s4_w57240E978-A5BC-40D1-8A00-A2B97FE57486.npy,cyclooxygenase inhibitor
P015087,D10,s5,s3,CBK011558,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D10_s5_w51743C0FD-80CA-469D-83F0-4B28153BDC2C.npy,cyclooxygenase inhibitor
P015087,D10,s6,s4,CBK011558,/scratch2-shared/phil/downstream_moas_numpy_data/fl/specs935-v1-FA-P015087-U2OS-48h-P6-L2_D10_s6_w5C67121E8-8172-445F-BB98-D87D85B7C124.npy,cyclooxygenase inhibitor
