plate,well,site,compound,path,moa
P015091,B02,s3,CBK261295,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_B02_s3_w6AE4B06F0-4C38-40A3-8A88-93896B5D3FD4.npy,HDAC inhibitor
P015091,M13,s4,CBK308232,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_M13_s4_w6BEBFABCA-49FA-4E3A-A3AB-5B0F57CCCE84.npy,HSP inhibitor
P015099,M02,s5,CBK309084,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_M02_s5_w6DA52C533-6B4C-4955-9310-AD051B1FD43F.npy,topoisomerase inhibitor
P015093,I20,s1,CBK293875,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_I20_s1_w611575556-41C3-43C6-BDEC-0FA4DEC74E32.npy,JAK inhibitor
P015091,G20,s3,CBK309522,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_G20_s3_w6E08E2920-4611-40A7-949B-8427FC1D837F.npy,HSP inhibitor
P015090,L22,s1,CBK290945,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L22_s1_w674664B8C-718B-4795-AF36-1A1EB2A0200E.npy,HDAC inhibitor
P015098,L13,s4,CBK290217,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L13_s4_w670963B81-BAC0-4F70-858F-CE1F2A04D784.npy,retinoid receptor agonist
P015084,B05,s3,CBK006628,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B05_s3_w6B0152277-2746-4E9C-B8BC-43748527A02F.npy,ATPase inhibitor
P015084,J16,s1,CBK309086,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_J16_s1_w6C6F63231-1B68-434A-9CA6-94F2C325072C.npy,ATPase inhibitor
P015097,L20,s1,CBK308887,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015097-U2OS-48h-P11-L2-TL-run2_L20_s1_w6FF471C2A-C610-420F-9591-65B0B6A8D4C4.npy,protein synthesis inhibitor
P015090,E09,s1,CBK291020,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_E09_s1_w6282CE4C2-0674-4A00-BB01-9934628D7D98.npy,HDAC inhibitor
P015098,M09,s1,CBK291076,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_M09_s1_w6358F7E33-5620-4F36-A856-D3FC350312AD.npy,tubulin polymerization inhibitor
P015090,N21,s3,CBK303971,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_N21_s3_w6CE0D3931-AAD9-489C-A111-B73F24010A21.npy,HDAC inhibitor
P015077,H22,s4,CBK200601,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H22_s4_w64E3A6F9D-938B-47D7-873F-148B41F077E9.npy,retinoid receptor agonist
P015099,F10,s3,CBK041720,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_F10_s3_w67855CFE7-1BB0-4495-BA8F-DBD6FC92CF67.npy,tubulin polymerization inhibitor
P015099,H21,s2,CBK309040,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_H21_s2_w6A24D9E92-1963-4D77-BE29-C052A45E97E7.npy,topoisomerase inhibitor
P015099,I13,s5,CBK303985,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_I13_s5_w69F711A03-F643-479A-A602-03298BAAA0F7.npy,topoisomerase inhibitor
P015092,E09,s5,CBK309070,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_E09_s5_w62557B750-BD3C-4E4B-A8EB-D70F980BC510.npy,JAK inhibitor
P015090,J10,s4,CBK308137,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J10_s4_w6BD0A0B68-4AA1-4161-A201-E02087A5041E.npy,HDAC inhibitor
P015098,L06,s4,CBK277969,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_L06_s4_w6C67CD26C-80BE-4565-B139-400B826104F0.npy,tubulin polymerization inhibitor
P015090,E03,s3,CBK278039,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_E03_s3_w659E1F45E-061D-4716-8A38-6EF072C01B5E.npy,HDAC inhibitor
P015084,O15,s2,CBK288259,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_O15_s2_w667B09598-EA87-4BC6-984E-D54807820AA2.npy,Aurora kinase inhibitor
P015099,D08,s1,CBK290101,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_D08_s1_w65E1F5C96-3CB1-4A29-ACDC-A6A558F3F578.npy,retinoid receptor agonist
P015084,M23,s3,CBK288288,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_M23_s3_w6486435B3-1C86-48D7-87EB-A7E998F6B04B.npy,Aurora kinase inhibitor
P015095,O07,s4,CBK309483,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_O07_s4_w610748E47-F101-4DAF-A453-F56C96C10BDC.npy,PARP inhibitor
P015095,J23,s2,CBK290655,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_J23_s2_w65E042773-FE42-482F-91F9-5E343126314E.npy,PARP inhibitor
P015076,I06,s3,CBK201029,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I06_s3_w60212AA32-02B9-4958-8B75-4538322CADC7.npy,protein synthesis inhibitor
P015085,H20,s3,CBK308709,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H20_s3_w64179010C-6FAE-421C-BB36-97F1BB3D12A4.npy,ATPase inhibitor
P015098,N20,s3,CBK303985,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_N20_s3_w6E518A503-463C-4FFE-9F16-501980B04384.npy,topoisomerase inhibitor
P015090,I15,s4,CBK289839,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I15_s4_w6AAA584B7-40D2-4DA6-9203-C9D8B28A3180.npy,HSP inhibitor
P015091,D22,s3,CBK308266,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_D22_s3_w692F5B080-5923-412C-8596-0A5460AA589B.npy,HDAC inhibitor
P015099,O03,s1,CBK290012,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_O03_s1_w63334CD37-5A41-40B6-86D8-60CA1068B105.npy,retinoid receptor agonist
P015090,I19,s3,CBK041487,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I19_s3_w6A1489CD1-1D62-4CD1-8008-DE20498C3C40.npy,HSP inhibitor
P015094,B08,s2,CBK290352,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_B08_s2_w6BA80F1F4-F81B-4C2E-A231-8785AFEF9232.npy,PARP inhibitor
P015095,E17,s3,CBK308811,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_E17_s3_w6F2401FEC-DC0F-4DF2-A69C-9EC5B4C7120D.npy,PARP inhibitor
P015098,K16,s2,CBK309391,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_K16_s2_w6C72A70CA-AFE4-47AB-966E-B40DC01CD820.npy,tubulin polymerization inhibitor
P015085,H08,s1,CBK278064,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H08_s1_w6162E8534-8AE9-4A55-9D1C-F9EBD7DC0117.npy,Aurora kinase inhibitor
P015084,I10,s4,CBK018513,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_I10_s4_w60290D761-33F2-4CFD-964B-3CAAFA91BD73.npy,ATPase inhibitor
P015077,H22,s3,CBK200601,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H22_s3_w6B4AF7151-F414-4A92-895C-2C434CCF3F18.npy,retinoid receptor agonist
P015085,K14,s4,CBK041779,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_K14_s4_w6FE429703-E2C1-4454-8124-714026227189.npy,ATPase inhibitor
P015091,O20,s3,CBK308266,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_O20_s3_w62C22E7FE-3DA4-4F78-9CF3-468E0C8125C4.npy,HDAC inhibitor
P015096,H02,s5,CBK308887,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_H02_s5_w6016EDCC4-1BF9-4114-A4DC-DE8FD2C43971.npy,protein synthesis inhibitor
P015084,D18,s5,CBK290766,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D18_s5_w60E130D41-00BC-4F85-BB2C-43EE89DECA36.npy,Aurora kinase inhibitor
P015094,B14,s5,CBK277950,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_B14_s5_w6F0EC012F-57C1-469C-88BA-C93A068F4F40.npy,PARP inhibitor
P015099,I14,s5,CBK289760,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_I14_s5_w6FB713644-2238-4A37-A827-C57C379B59D1.npy,topoisomerase inhibitor
P015098,E17,s5,CBK290287,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_E17_s5_w61C609747-D241-4DE1-912F-174CB170C379.npy,retinoid receptor agonist
P015094,B02,s5,CBK290351,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_B02_s5_w6EB456EB7-B804-4A01-A15C-45FFA31B8A0B.npy,PARP inhibitor
P015099,B13,s5,CBK201030,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_B13_s5_w62EE77831-8CDD-4636-B646-BDD873F8F7F5.npy,topoisomerase inhibitor
P015084,D07,s3,CBK290052,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D07_s3_w60B3AC1A0-D999-45E6-AD83-582C425E62CD.npy,ATPase inhibitor
P015085,B14,s4,CBK309086,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_B14_s4_w6CB1ADC8B-61F5-457C-8064-00BA4F9E9A5E.npy,ATPase inhibitor
P015098,H09,s2,CBK289882,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_H09_s2_w6593424E4-85F3-4D11-B8E3-563A033DEFF8.npy,retinoid receptor agonist
P015094,N07,s4,CBK308811,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_N07_s4_w6378F856A-DF37-4159-AC78-D1E40646DD18.npy,PARP inhibitor
P015099,B07,s4,CBK308359,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_B07_s4_w6A46BB324-98B6-4646-B61C-9FE957B8FB39.npy,tubulin polymerization inhibitor
P015099,K09,s2,CBK290217,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_K09_s2_w649B3E25F-BA81-4B54-8892-527DFD765444.npy,retinoid receptor agonist
P015096,F18,s3,CBK290848,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_F18_s3_w6BF50641D-D66E-4FE6-AF2D-C6E4144E407E.npy,protein synthesis inhibitor
P015091,H03,s2,CBK290945,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_H03_s2_w6BC32AEA4-D64E-4776-88C2-FDCC11729643.npy,HDAC inhibitor
P015093,H19,s5,CBK309059,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_H19_s5_w6D7E792F2-3DD7-4F7D-9465-5A841F15E613.npy,JAK inhibitor
P015099,B13,s4,CBK201030,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_B13_s4_w662ED088E-DFF2-4B3F-96E0-B92B65D9A0E9.npy,topoisomerase inhibitor
P015085,H08,s4,CBK278064,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H08_s4_w6D35960A2-DDAE-46D7-8D03-09EFD8260CD7.npy,Aurora kinase inhibitor
P015095,D20,s2,CBK290205,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_D20_s2_w6C91A2DB2-E859-49C5-B7A4-2FA82682A0D5.npy,PARP inhibitor
P015095,G11,s2,CBK290352,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_G11_s2_w6075D3463-EE76-4F15-857D-2AFD9CABF9D7.npy,PARP inhibitor
P015098,M03,s3,CBK277937,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_M03_s3_w61C9D2341-0AF3-49DF-BE0F-08547F3100D9.npy,tubulin polymerization inhibitor
P015091,I07,s3,CBK289740,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_I07_s3_w6AD03EF87-C59F-4D60-9583-3D895B676BF3.npy,HDAC inhibitor
P015091,L17,s2,CBK308482,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_L17_s2_w6530AEE14-20B9-4E51-932C-4A5C3EB81BE4.npy,HDAC inhibitor
P015084,D10,s1,CBK290684,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D10_s1_w6056ED488-CF2A-47DE-94CD-39CF259880A1.npy,Aurora kinase inhibitor
P015091,N08,s2,CBK308482,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_N08_s2_w6B70EFA3C-3D4B-4179-A70B-9F63F0FCA40F.npy,HDAC inhibitor
P015098,E11,s3,CBK017131,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_E11_s3_w6F54EFB81-B02D-4A3D-A1D0-0E4BB31619A3.npy,topoisomerase inhibitor
P015090,K16,s2,CBK277968,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K16_s2_w615B501A2-F275-42BB-9741-26AB8088FF2D.npy,JAK inhibitor
P015091,G13,s1,CBK278039,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_G13_s1_w6295FF180-741D-4FEA-8A6D-67AD024E60FF.npy,HDAC inhibitor
P015092,G10,s1,CBK290852,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_G10_s1_w623A4A496-1D83-4665-BCA6-9E25FDC9CD9B.npy,JAK inhibitor
P015093,C07,s2,CBK303909,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_C07_s2_w6A93BA5F3-242E-4602-9C3D-1352B37CD364.npy,JAK inhibitor
P015091,H17,s3,CBK290837,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_H17_s3_w6670C4F58-F1E5-45BD-871A-E5ABD06C7533.npy,HDAC inhibitor
P015091,K10,s4,CBK041242,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_K10_s4_w64F27A910-D401-4EF1-B751-381E6CF0D82D.npy,JAK inhibitor
P015095,F15,s2,CBK277950,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_F15_s2_w665462951-88C6-44D4-9A81-CAFB23FE2F51.npy,PARP inhibitor
P015084,D13,s1,CBK288281,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D13_s1_w697CCDBD7-867B-4760-ADB0-9AF0B70EE480.npy,Aurora kinase inhibitor
P015091,F18,s3,CBK290753,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_F18_s3_w67D361E2F-28E0-46B0-A218-7A0CBB42E8BE.npy,HSP inhibitor
P015084,F15,s2,CBK201093,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_F15_s2_w61559A360-615D-469B-AD8B-D9CA1E1880D4.npy,ATPase inhibitor
P015084,N22,s5,CBK290334,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_N22_s5_w6B9375BAB-FF80-4E20-855C-A76815C206AC.npy,ATPase inhibitor
P015099,K07,s5,CBK041506,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_K07_s5_w68312D0D9-9B04-40F5-81F1-83F1F79A3762.npy,topoisomerase inhibitor
P015090,I02,s4,CBK277968,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I02_s4_w6A7FA754B-2FB5-44B8-AF1F-F4CA8167E1FF.npy,JAK inhibitor
P015085,I07,s3,CBK018513,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I07_s3_w67FC60157-8872-4B83-8D6D-CBD92B6771CA.npy,ATPase inhibitor
P015085,I04,s5,CBK308864,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I04_s5_w6CCDC92E1-171E-4F9C-BABC-B40D885A822F.npy,Aurora kinase inhibitor
P015092,N14,s1,CBK309070,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_N14_s1_w61B9E044E-258D-4A18-8C37-82B17CDA5A41.npy,JAK inhibitor
P015090,J09,s3,CBK261295,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J09_s3_w6DC42341C-7543-45A7-8AE2-C46A49D076B5.npy,HDAC inhibitor
P015095,L19,s5,CBK289918H,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_L19_s5_w6141A5A55-4DC1-49BA-981C-9F894D617FD0.npy,PARP inhibitor
P015085,F10,s4,CBK201093,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_F10_s4_w67EC9C098-3E5C-422F-AFF6-C4B1677584C3.npy,ATPase inhibitor
P015084,O14,s5,CBK308864,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_O14_s5_w6D85F5332-E539-425A-B747-BD8C69CCFD6A.npy,Aurora kinase inhibitor
P015091,E23,s5,CBK041242,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_E23_s5_w66CB595E5-A3C6-4EE8-BCAF-E34B48647F40.npy,JAK inhibitor
P015095,H03,s5,CBK277926,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL_H03_s5_w6B6A4EBC6-347A-4F0D-B074-E27B366E5CB8.npy,PARP inhibitor
P015090,D07,s2,CBK289731,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_D07_s2_w65FC2BD3A-C3F7-4C88-8242-2F3CDCCA0F8E.npy,HDAC inhibitor
P015098,I20,s3,CBK290287,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_I20_s3_w6DD0E26EF-C6B6-4458-B5B6-E9DD920547FE.npy,retinoid receptor agonist
P015099,F06,s4,CBK017131,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_F06_s4_w630C153FC-2C24-40F7-AF97-324870AF8D1C.npy,topoisomerase inhibitor
P015096,G22,s3,CBK200838,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_G22_s3_w6B5E9BF62-6148-450D-B5FE-AB8B60638B7D.npy,protein synthesis inhibitor
P015099,H17,s2,CBK289882,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_H17_s2_w6D35B48DF-AAED-4A85-9514-A98BED709961.npy,retinoid receptor agonist
P015097,N02,s5,CBK308887,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015097-U2OS-48h-P11-L2-TL-run2_N02_s5_w6F228EB8E-C8B6-4C38-A32B-E656B74F76FE.npy,protein synthesis inhibitor
P015090,M08,s5,CBK290547,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_M08_s5_w60DEAC6A9-6E06-4810-8C4E-DD3F3F3F349C.npy,HDAC inhibitor
P015090,F11,s4,CBK261295,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_F11_s4_w687678BD4-F35D-4195-96CF-0B6F2976469B.npy,HDAC inhibitor
P015084,C19,s2,CBK201093,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C19_s2_w65B8CAA8A-ECD2-4E3F-9810-A0B2F168EC19.npy,ATPase inhibitor
P015090,F20,s3,CBK041487,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_F20_s3_w6C79BD12D-B825-4DC4-9A92-A0C2AFEDED6C.npy,HSP inhibitor
P015085,I20,s2,CBK277972,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I20_s2_w62B58BAA9-C110-4E05-98DC-4B3C383BF94D.npy,Aurora kinase inhibitor
P015090,I10,s4,CBK308657,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I10_s4_w6442251A7-F7A2-4DBE-AA69-2A6167F2CF1B.npy,HSP inhibitor
P015095,M22,s5,CBK277970,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_M22_s5_w6C63AF809-C19C-4F20-B558-2693F7EFF999.npy,PARP inhibitor
P015091,K23,s2,CBK278021,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_K23_s2_w6E86C4583-3414-431A-B403-1C5564E776C8.npy,HSP inhibitor
P015090,H06,s3,CBK308137,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_H06_s3_w62823CE9F-8744-4179-BD22-10DE9F1FBBC2.npy,HDAC inhibitor
P015091,B18,s2,CBK289740,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_B18_s2_w6F3D9FCD2-C570-4BD7-8336-C52A9944BFC0.npy,HDAC inhibitor
P015099,F06,s5,CBK017131,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_F06_s5_w63138DF82-2E46-44DA-AA11-A1195FAF343E.npy,topoisomerase inhibitor
P015098,N16,s3,CBK309040,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_N16_s3_w6CF1AF7DA-E847-4D93-A0E1-DF649354ED13.npy,topoisomerase inhibitor
P015098,O21,s3,CBK290683,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_O21_s3_w6A08D0F7B-F92F-4EBE-A096-C33B966733FD.npy,topoisomerase inhibitor
P015091,I10,s1,CBK291020,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_I10_s1_w66F0544D6-605D-4FB2-8FF7-5008E47FF91D.npy,HDAC inhibitor
P015098,D21,s5,CBK309466,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_D21_s5_w644EEC050-8B61-4FB6-9421-6BAFD02BA2DC.npy,retinoid receptor agonist
P015077,O17,s5,CBK200601,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_O17_s5_w6B907F4DE-B40B-47E4-AB37-77CDB714F395.npy,retinoid receptor agonist
