,plate,well,compound,path,C1,C2,C3,C4,C5,moa,_merge
204,P015079,B14,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s7_w1E14D1039-F52C-4253-B2A8-3BC6394720B3.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s7_w2D55C67D1-4EFC-4AEA-B920-E83BD31B9FD1.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s7_w34CD2E10D-9F13-4D0D-9E2E-83A6E6CCCFC8.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s7_w40AAED330-5141-485C-9584-F705E7615FC1.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s7_w5643E869D-7354-4859-A483-4E7F49623F75.tif,dmso,left_only
205,P015079,B14,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s8_w1A3410F98-B8A9-4F45-94A8-C68359431AB4.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s8_w2C6078633-3E2F-4394-B2BE-92F666C4DB72.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s8_w3F9F02928-04A0-4504-B447-E62E09F2BC7C.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s8_w4CA1BB0C6-7DB8-41EB-B3CF-43134E802173.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s8_w5B19B9D00-E8FB-4431-8AD6-77185697CE93.tif,dmso,left_only
206,P015079,B14,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s9_w13ADB36BA-3C47-4473-9313-2A9BD1E554A2.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s9_w2B15894F6-A0A2-404D-ADB3-6B8428171A4A.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s9_w3B590CA56-24C4-46FC-A1CF-87A96D553D12.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s9_w4685F6DB6-ECAD-472C-A86C-AA1F9D5461BE.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_B14_s9_w5BC31A146-BA6C-43F3-9544-E9BBD8BD5CFB.tif,dmso,left_only
207,P015079,C02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s1_w1EA8963D0-5485-4FCF-9EEB-5BC6271A982C.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s1_w25A32E88A-9787-42DE-94FF-69C093D167DA.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s1_w35981B794-ED86-4124-B900-96A79F40617C.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s1_w4A6BAE46E-52A8-4A7C-829D-8D4EF4688550.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s1_w50D90C934-B86A-4DFA-A4FD-16B4E63AD103.tif,dmso,left_only
208,P015079,C02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s2_w14F4BF38F-DD46-4F93-9394-D7A51D916143.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s2_w2CEB81936-9E94-46C5-8F2E-51B36D68E8C9.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s2_w3D1943527-ACD6-4B68-8B55-61410D59DD42.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s2_w47AE9B45D-8391-4A08-8241-D33BD8E62EFF.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s2_w5DF7F640B-76F7-46CD-AC5B-B037DD14BBB2.tif,dmso,left_only
209,P015079,C02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s3_w1FFD952E7-5FF2-4971-92EB-2CA51169ADAC.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s3_w21752A6A0-772D-492E-8495-6EA78A56346B.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s3_w3CB88BAC1-DA55-46DD-9295-6590D2F677E5.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s3_w45D8843BF-6033-4806-B6CC-367B4FC33C83.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s3_w5E5182C3A-5803-4C0A-9DAB-183AD77B9D26.tif,dmso,left_only
210,P015079,C02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s4_w1FBDC4E0F-8740-451B-866C-CB46275CD83A.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s4_w21D3AA776-B291-41C2-B77B-A98C8CB19C40.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s4_w3E24F01CA-BA9D-43A1-B612-06B04D598A83.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s4_w4FD05AB7E-165F-4228-BC9A-6FEC64FB0875.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s4_w59EA8A9F7-4D25-441D-B97C-6787D748F553.tif,dmso,left_only
211,P015079,C02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s5_w1A0F5C36A-5BFF-4274-90F0-4E5B1BCCB919.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s5_w2E45A6FA7-E594-442D-A44C-319C8D314CC2.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s5_w37892C915-C5FB-4C24-BEF6-331F657DCEE0.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s5_w4ACE7F77A-EF4F-4D31-ABD7-F2386FAC1EC3.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s5_w510D5A655-2297-4930-8CA0-0206E965C7DB.tif,dmso,left_only
212,P015079,C02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s6_w102E625F5-2046-4BD7-AC17-2A65BDBB27A0.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s6_w24FF25C5B-D547-48F9-ACE3-8E2878E1B66E.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s6_w36934CE49-4702-4907-8426-3DBD9E328CD6.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s6_w4186E9D3B-1831-4739-9FD6-B88C1EE74F9B.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s6_w501A51020-5191-4688-8691-F6032B2C16D4.tif,dmso,left_only
213,P015079,C02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s7_w1AB9F4608-9A37-45C1-8DD3-45A4A3A5A9FE.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s7_w22EF025E6-1064-47B5-8700-D9ACF09BC1C1.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s7_w33C39BFF4-E22D-4C74-AFC6-84AAA1E8976F.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s7_w4BB78DF2D-FA29-4046-AA18-BC77BA0496E0.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s7_w50AEFDFBA-C287-457C-8394-0D251BFDD10B.tif,dmso,left_only
214,P015079,C02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s8_w11C60B414-53D2-47BA-AF37-3886492AC4C8.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s8_w2F810A885-CA88-44C5-904F-E3C0B29B06C3.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s8_w3BA55D39C-D937-416D-B465-CDB426A49099.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s8_w4404FCCC0-E570-40C9-8F61-036CDB13A37E.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s8_w5FD2E1076-8585-4BB0-965A-EE61444B79CA.tif,dmso,left_only
215,P015079,C02,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s9_w157402E38-12E0-4D11-A531-D8C0C699B101.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s9_w2BB630438-B57D-4B3E-8C10-8E94BE09BA32.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s9_w3D16B7A5A-8332-46C7-B6B5-8917CAA49C06.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s9_w422F27CE9-B5C4-4674-8E7E-54AE68B8793D.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_C02_s9_w5207FC43D-4221-4FB4-B53D-F58AEBB361F7.tif,dmso,left_only
216,P015079,D06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s1_w1E180CAB9-05BB-403C-AB74-94DC14AB1E7B.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s1_w20E0F1DBD-C691-42CB-AEC1-A3F88ECFE80E.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s1_w3887A8250-9410-463D-9CB3-94222DC45DF8.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s1_w4B3D3C9A0-8C0A-4AE6-9339-48F125A22321.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s1_w52BDF1257-23DF-468C-B900-6E0BF4D35353.tif,dmso,left_only
217,P015079,D06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s2_w1D78C3A69-B0E3-41CF-9D1F-D36EAB1DC1B2.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s2_w2379DA639-B09C-43CB-AC83-A7699CE7EE1F.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s2_w3A16F5186-09D4-4A86-8CF6-0F7B55AC55C4.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s2_w4BEA3E868-8481-467D-81BE-4A3B6A48DE04.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s2_w58624E84C-0216-42DA-B345-F1384482109F.tif,dmso,left_only
218,P015079,D06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s3_w196FE116F-DF62-4881-A4B9-18D066192230.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s3_w2BC8416FB-4C0C-4B5A-90D6-72921C915A58.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s3_w318B0DCC2-2EF0-46ED-9299-A6857E3F4281.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s3_w49881D9A2-732E-46F4-AEB5-ED6AEA5F903B.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s3_w5232B825F-B582-4479-BD42-4A6A56397137.tif,dmso,left_only
219,P015079,D06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s4_w187C6DBC5-44FB-4525-A8B7-2102F00A4FAA.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s4_w2E7621FC0-7BF1-465F-ADA1-18E92F0BCEE4.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s4_w329D94E3B-62A6-4299-9DA3-3EC6B1647EB7.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s4_w47CBEFD49-BA4A-4701-8345-D9A60F44B2DF.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s4_w58F5BE9E6-EBD1-47B6-A3CB-C82FB686F072.tif,dmso,left_only
220,P015079,D06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s5_w1B8A0E361-A207-4C9B-B60D-D48386F43C52.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s5_w24D560D66-8196-4873-8E53-31BD4D7A5B3D.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s5_w3022869CF-3B25-4F67-868C-787401553423.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s5_w456375948-8186-428A-A1A9-81EFD6F669E8.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s5_w579625330-8989-4F80-B828-8B66BF6A6508.tif,dmso,left_only
221,P015079,D06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s6_w136305514-F589-465E-90F5-1C31CEFD1445.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s6_w221D2049E-8A07-43A6-AD9B-4F8F59A1A9A6.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s6_w3CE561460-4FA8-41A8-8F32-288E632A1B8E.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s6_w48813A8F8-27E7-4E69-94AD-9023CE74FD9A.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s6_w53332CFE9-E6B0-457D-8961-682A7EE928B5.tif,dmso,left_only
222,P015079,D06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s7_w13A38C951-E040-4E45-A1F7-21D9857B7D7E.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s7_w2A7D7A5D1-D75C-4DCD-B0DA-FA132135F5AD.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s7_w3FC747528-E967-46C1-A697-6668A0EF0EB0.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s7_w4036E333F-6272-40EF-AF7A-50B0D50A07D7.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s7_w5566A720F-77B7-4679-B224-493E2A79EAF1.tif,dmso,left_only
223,P015079,D06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s8_w1AF99B4C8-40D6-4BD3-97BE-75357B6F5676.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s8_w2922CF9BD-0CDC-4F26-B974-BBB34C5E3E8D.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s8_w3FC3CF8C5-982C-4F98-A9FC-CF199E4D17C8.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s8_w49A27A355-471D-4354-98B4-12FBECA22A8C.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s8_w5CDE59266-76D7-4F10-B41B-A4198BE34E29.tif,dmso,left_only
224,P015079,D06,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s9_w183C49412-BA10-4655-B1FA-1FF6DB0375BA.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s9_w25DCFEDBB-E5CF-4917-9A9E-41D7044E36AE.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s9_w32094CF25-2377-40EA-ADB4-9B0348A90284.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s9_w434E868FE-9CC4-4391-81C4-F59E36462231.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D06_s9_w5BAEB3089-8392-4839-9907-6C4B9A9793C1.tif,dmso,left_only
225,P015079,D19,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s1_w15563E63A-E752-433C-BB44-5D4DD5E1A383.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s1_w26E954542-D6E9-437A-AB22-91DC8403DBDC.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s1_w327A2549F-F884-4DC3-9AB7-A8EE03234D37.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s1_w4FABC258E-4EB3-4E41-8E05-A39EA7DAAC99.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s1_w5D8DF7E16-4E05-4B11-8805-F0AEDA79BC5B.tif,dmso,left_only
226,P015079,D19,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s2_w1C17FF123-4DC9-482A-A2AC-A0C0D3DC10EF.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s2_w2EABA022C-142B-4FD2-86CA-47A04DEF99D3.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s2_w33E7D9C09-71A5-4CE9-9E74-D18F1D187DAC.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s2_w4B8F883D5-54BB-45FE-85AF-E435C416B1D7.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s2_w51379D2C1-397B-4137-8207-E20E32840D4B.tif,dmso,left_only
227,P015079,D19,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s3_w1D37D4A8A-192E-419B-806F-08461283228C.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s3_w210594894-7318-4BE8-8158-15F191D8C701.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s3_w3356C1788-F74C-414E-B911-F6A289E76103.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s3_w4EA7A44A3-1DBD-48E0-81CE-34C61AFFA257.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s3_w5DFBAD648-FB9B-4DFB-9BD6-AD4C88D31704.tif,dmso,left_only
228,P015079,D19,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s4_w15111DFC2-6FE9-4E9B-859E-B70D7977CB76.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s4_w241F6DFBA-541B-437B-8D3D-73D4F18374BA.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s4_w3A51CFBB7-01C0-48D5-96B8-FF5D7D7C7EFC.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s4_w4A4083A0B-9E2A-4E56-BE63-085DB403A380.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s4_w5FF7932AB-DF9A-4EE2-BBCD-A72E595F2FDA.tif,dmso,left_only
229,P015079,D19,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s5_w1DC776841-1AE3-4A6F-A115-016E75194657.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s5_w2C9D0F53A-0D55-46B5-A751-0F09CEFEA78A.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s5_w3C4796D94-5A50-4669-BFDA-BD4125E794E5.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s5_w47EA2087A-30F3-4566-8C3A-D4D5D80D4A54.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s5_w51AE5883E-4B40-435A-B71B-C3EDDFCE1981.tif,dmso,left_only
230,P015079,D19,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s6_w13B73B5F8-1C53-4F71-9B2B-365472059E92.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s6_w2472A99DE-6210-4230-8F4D-6C31E6DBEE27.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s6_w3B9B404E4-AEC5-46F3-80FE-08E121055029.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s6_w4AA6E50C4-A9E1-4895-9378-DB5EFC4A231D.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s6_w5850E96B3-AA2A-430F-A44C-88528815863D.tif,dmso,left_only
231,P015079,D19,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s7_w1E87BDE50-E331-412A-B777-E7C3CFEFB791.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s7_w2F3AA274F-7CA4-4D14-B0E1-394A84744987.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s7_w3398550A0-70E4-481C-A1E9-DF0D01DB5DCC.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s7_w4C5DA5EA9-12D5-4BA3-B08A-FC1261B82603.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s7_w50C2F3FAD-6241-442F-8AC4-C78970F7AA3F.tif,dmso,left_only
232,P015079,D19,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s8_w198921FB4-DF8B-477E-B73D-CACFDAEA8129.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s8_w27D671B9D-0B92-4A43-8E67-CA6430790A71.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s8_w3F295AD51-2780-4EBE-B895-9EF1EF218F91.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s8_w48271CAA7-ADEC-4273-8FB0-2B048AED5EE8.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s8_w56B8B40D4-FB12-443C-83DA-B4FEF3018472.tif,dmso,left_only
233,P015079,D19,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s9_w198D68D0E-660D-4866-A437-818801E41D8D.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s9_w2CF5F7623-1117-42EF-A22E-012094C77163.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s9_w3721DC3A7-8E3B-45E2-96A4-E42C653FFC0F.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s9_w413E828B8-4D78-4182-8AA5-749AC7B740BB.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_D19_s9_w593C00E95-266C-4AD6-88C2-6B38B59AF0F4.tif,dmso,left_only
234,P015079,E11,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s1_w1671704DF-6E54-49E5-97AF-96E6E952E383.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s1_w20E7B68AE-947B-47F1-864C-D370D4FDA593.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s1_w3F794196D-9DC0-47A6-B091-B2FA1C9E4E5C.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s1_w4A24E98CD-CF36-4026-9862-E8247F1525FC.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s1_w5F817DA48-5D85-43A2-936D-7BE36D042BAD.tif,dmso,left_only
235,P015079,E11,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s2_w1821E3418-7B8F-489B-948A-21330A0D5DB2.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s2_w24A27C839-05A1-44B1-8E58-738DE7D173DE.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s2_w38A38138F-C1A2-4D13-99AF-95078205C816.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s2_w47B314577-F895-433C-8ECE-8661B0C3CFD9.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s2_w596B7BDFA-40B3-43C9-8D21-69547959AD38.tif,dmso,left_only
236,P015079,E11,dmso,/mnt/micro-images-pvc/specs935-v1/specs935-v1-FA-P015079-U2OS-48h-P2-L2/2021-12-20/861,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s3_w1116FC1B7-C6E7-49D1-8D8B-F17F0EAB1E74.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s3_w27BCE5EF5-E397-4760-A44F-578D8CBBC790.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s3_w357373418-A2E4-47FB-9AF6-016A3A313D37.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s3_w480100B19-3F6F-4EAE-A185-A2F37CC14CA9.tif,specs935-v1-FA-P015079-U2OS-48h-P2-L2_E11_s3_w5F69C210E-DDD8-4BC3-B9EF-93A0DE3B0A9C.tif,dmso,left_only
