plate,well,path,nuclei,C1,C2,C3,C4,C5,C6
P015077,H23,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s2_w1850BE00E-6520-4181-9FDD-203A39A37B31.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s2_w20E82A107-A695-41B3-A973-A7981BF66A45.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s2_w3D5FE0815-1840-4747-B074-166F107F4D5A.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s2_w497028725-1376-40E2-AFDD-DB57A3D4E433.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s2_w5933C91B4-AF19-4F56-AE0A-1C3D32EBE496.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s2_w6117950A0-5F2C-4B2C-B851-141BF19BFB5F.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s2_w7573E8181-B5A9-46D7-8696-D552AAEF8154.tif
P015077,H23,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s3_w100AFB876-D85C-4503-8449-3ADF908FD5C5.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s3_w2DCC3F831-C79C-4B7A-A861-CF46AEAB7FFA.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s3_w3E5A2490F-DC3C-4332-87F3-703ACA602434.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s3_w47D9F578D-A924-4AA2-954A-CDEF159D2E6B.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s3_w5F69F086C-1E2A-41FB-A29E-BFF9BD60CB15.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s3_w64C4BD3B4-A437-4A42-B581-7E7700E78494.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s3_w77C53FFAE-4452-4BB9-897E-EFAD41744021.tif
P015077,H23,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s4_w1D68D5A5A-FF47-40F1-8046-303E7BFD95FC.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s4_w2EC4388F9-8385-41E2-A43B-5146616A1280.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s4_w3285DA7E8-64A2-4AB4-BBB0-664F65B1EDA7.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s4_w4B4F88CB6-C011-4C61-BDD0-75CF956C2ABD.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s4_w53E9519FD-FAF4-4FA4-AE93-10E2DB78653E.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s4_w605382032-E72D-4FAE-8816-AFCC0C826B52.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s4_w7E390926F-EBDE-41D6-AF91-08AFEA5A2739.tif
P015077,H23,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s5_w1522B8F47-2753-4C34-A392-D72ED21E1355.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s5_w2AB4165F9-1E33-43C6-9867-7F72058DC0C6.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s5_w3B1ED3826-F25F-45B4-BB8E-5048C02F9B54.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s5_w46FA0E236-D3AC-4F8D-BA01-258ED0AA9D75.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s5_w5CD7BD3AE-4FA5-4725-AE14-65E3D54377E3.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s5_w6294CDC6A-2C19-48D8-A1AC-10BE6B14C6A4.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H23_s5_w75FD58361-1B65-4475-957C-96C07561C8F2.tif
P015077,I05,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s1_w148640F81-5573-4E25-9CD7-D2253D84848F.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s1_w204CC94D5-03ED-45B4-A361-179A6EDE1AD8.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s1_w31C91222C-A0C6-4E15-B4E8-E0C22E0051E7.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s1_w4DF798177-631E-4F28-97D8-4829BADE7A5C.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s1_w526D85B4C-355C-4584-AA74-5096CFE5E581.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s1_w6DF7B415C-0592-4FBA-B11F-102A28F8F18D.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s1_w7571D4F5C-6BAA-4847-BB45-CE6F42DDC456.tif
P015077,I05,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s2_w159FBDCD1-DE17-4D8F-90AA-801CAD3B1522.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s2_w27AE02E86-0217-42BA-A8CB-BE77526D78F3.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s2_w3F360A8C5-554E-4F73-AA5F-CD1D43186298.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s2_w4809417E6-A78F-4585-9367-71CE0C3FC409.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s2_w55A103144-2E84-479E-89F3-5E6E7522510E.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s2_w63CB1CE31-B51A-47C6-9098-75A612785883.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s2_w7113C6ACE-ADFF-44E1-867B-0F4FAE6C2E89.tif
P015077,I05,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s3_w1BC3AB6F0-9D0D-4915-8434-3B955ADD9A3D.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s3_w21856E212-D649-4688-BBC4-093A83BD92A0.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s3_w3D1001F51-3273-4BE9-954E-53B12DBD1BD8.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s3_w47E22EA41-CE4B-4B0A-953D-CCED50834AAC.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s3_w5B018E50D-FCF7-467D-A621-9CE5E4022A01.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s3_w646CAF037-7334-4A6E-A2E1-B51B70A086AD.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s3_w797BB6D90-C39D-4435-BCA0-712AAEED343C.tif
P015077,I05,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s4_w197701344-B73C-44A7-85A4-5B3F39E0F19B.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s4_w2ECFC32C6-AC64-408F-A254-BB5108B6F889.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s4_w3DFDBB313-E1BD-4422-AA47-D2AF42CE940E.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s4_w4CE7B800D-2333-499E-88D4-4CF8A51DB61C.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s4_w54548014F-C299-4E4F-B0A1-B74AB7CDD8B5.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s4_w6B858443A-4E42-44FB-81C7-7FE923099E7B.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s4_w7C087C7C7-0B0F-4D6D-89C8-150377482DB4.tif
P015077,I05,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s5_w10F28A494-AE96-4B8F-A464-8780CC6B851B.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s5_w244D59178-E373-41D3-9DD7-70A2E4F2BF58.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s5_w389A0E17B-B030-4094-8F79-EE418CBBC134.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s5_w4D52AB652-C72F-4F74-9A94-2F5EF3C567E5.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s5_w52535CBEF-269E-4E31-B54D-23DF325FE7C6.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s5_w683F41DD9-2175-4CFC-A160-35D3A398F41B.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I05_s5_w75AB3B24F-CD3B-4356-9076-35C679EE6242.tif
P015077,I12,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s1_w1862BCF35-0D21-4D56-9754-77C79129C34A.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s1_w28B1D3FBB-512F-4CF0-877E-C6200E32EF27.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s1_w3B4A3846C-C7D2-4FA3-A2ED-93D6B28E2F51.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s1_w44BAD2F7F-DC63-4838-9717-D62308EDD68C.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s1_w57BCEA662-2D11-4B9C-AAB2-C59F85E6585E.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s1_w612FFC3BB-1E10-4FDE-B346-00C0CF2A88F5.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s1_w7D52B0FB3-76AA-4D1E-9B3F-1F1AFC42D440.tif
P015077,I12,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s2_w1F59E7B2D-DBBB-48EC-BB5A-912E75C4FE08.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s2_w2A09E754F-0095-4DAC-B324-4DB65F302BEE.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s2_w3219BE706-8111-407D-ADEA-9D707A818F94.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s2_w481998D85-E49E-4F78-8CA7-E001124189DF.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s2_w50C974AA7-AB6B-41A3-82C8-EA91B149FCF9.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s2_w65FD03598-5CEC-4A0F-8CC4-1FA083EF7F55.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s2_w7BC82EB21-D016-404E-A335-567755D8BB7D.tif
P015077,I12,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s3_w18AB2AEE9-5F88-4B57-A618-818B7125A958.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s3_w267BAD083-EF94-4F9B-B7A1-343661404D72.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s3_w3B1436B1A-B5FB-48F2-AF3D-9048C767A3D6.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s3_w4CDC94A2F-7855-4982-9FE9-E4398BD5D062.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s3_w53AADA6A2-0969-4EC2-B124-CFC6CD56FE96.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s3_w6FE005777-054B-410E-A181-FF17778AF1A2.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s3_w752E15DC1-655D-418D-94A2-7722A34FC5F9.tif
P015077,I12,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s4_w1F3ECBF5D-EB30-455C-AFB5-9A05924F02B2.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s4_w2DE26F9AC-3286-47B9-A527-3A0C4B9B4E0C.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s4_w3FFA4A527-DEA7-4388-996F-5CAD7B0ADCB4.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s4_w47CEC59AE-6BB4-4F03-9BC2-2132FE4CBF5F.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s4_w51E3AF4A0-4005-45C4-A3D0-4707E984C38A.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s4_w6BA054F0B-EE6F-4DE4-A1E2-61E2DA388574.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s4_w7541A81F2-41E4-428A-966F-871E102D58C2.tif
P015077,I12,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s5_w19E8CDE27-414D-4C39-A434-772A015420B1.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s5_w2D636279A-0C8C-4137-AB9C-D319ACAF72D6.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s5_w31EACC424-F394-4498-920D-8777BAFB1D71.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s5_w4F7E75748-D763-45A5-839F-8EAD2149D223.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s5_w585D6EDB2-1C4E-4446-BD42-9FCC4A3B1414.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s5_w6B3FB391A-0B10-4E0F-9B6C-D092590453CF.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_I12_s5_w74EA05935-F58E-419B-BBD5-0E550D45270F.tif
P015077,J15,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s1_w17E6BC238-E26A-4E13-9F2D-EF8D843575B9.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s1_w24AFA8854-F605-4693-A8E4-B2014BAB2921.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s1_w33F303309-6DE0-4240-ADBA-3FE798CCA747.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s1_w473D4BB86-6E89-4D17-A0C4-D6EEF85BE345.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s1_w508B55626-A88E-4EE0-89DE-440BB35B96D2.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s1_w64B585548-E5F0-4F04-9A85-7E1148423100.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s1_w76DE88B45-2A19-4409-9D81-89F8E2EE73A2.tif
P015077,J15,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s2_w10BE23FB3-D03C-4AA8-871F-6BC86C940296.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s2_w29BEC1C0C-F767-410D-8F01-630493AD9955.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s2_w3920D1F51-C421-4024-9796-8F6BCAAE69DE.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s2_w4974345A8-C4A4-49A8-A0D2-A2B4DCA5EFEB.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s2_w5BF18215D-B408-4373-855A-3679A3CDCA75.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s2_w612D1EE25-73BB-4339-9F73-328562C13009.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s2_w76E4AA08F-42B6-4906-BB8C-39E828CDB9EA.tif
P015077,J15,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s3_w1473AC86D-F93C-4C58-A449-BC2BACBB4AA4.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s3_w2C11292C9-619D-47A7-AE23-073D49071292.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s3_w3E65A1E70-48BB-45A7-90E1-2C3DB043E4A7.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s3_w467E786BE-F1B6-436F-8E95-E80E3F633E1F.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s3_w5C1F2806E-DCB6-41EF-A5DC-1BAA3D548660.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s3_w6CCBEA732-41AD-41AA-A0EC-EF886A028401.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s3_w7A35EDC65-EFCC-48DF-AED6-D468B5B0DC8A.tif
P015077,J15,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s4_w108555F29-0476-426C-A32D-A516FA55A580.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s4_w22DE95DCA-43DD-4F26-ADA7-1AEE757B9B0D.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s4_w303D9F284-2F2E-4C28-926C-64B327EF4AA6.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s4_w415EEAB42-F192-4D7C-9736-BB54F33F5D74.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s4_w51D831818-B67A-4858-B1B3-F9E721291802.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s4_w684AE8A03-05E7-4508-B09C-4192D0647D33.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s4_w7FB9E0C10-2B45-4B55-9B5C-842A1F4AEF68.tif
P015077,J15,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s5_w16E39C7A3-7D6E-492D-9F3A-46C5F7F5BC87.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s5_w23F0C96FF-7352-427F-A243-B0D14F904905.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s5_w31979E8B0-9F12-4504-8BE4-D49F1BEC676A.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s5_w473DF1FD6-A4FE-4C80-B853-3F09CA93B963.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s5_w540F79A3E-8BA7-4975-A1FE-ADB702113556.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s5_w6AB6F4915-D09E-4395-8E36-EC6BDAEE2396.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J15_s5_w7AE447EBB-66D5-4F9F-BD87-5F0B115F929B.tif
P015077,K03,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s1_w119E62539-C4D3-41AA-B943-AFBD547F94A5.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s1_w25B0EBD0C-E4C8-4F94-BAC9-BB238AD78745.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s1_w3031978A5-4520-47C9-A5A9-6D7F45259E36.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s1_w41A3C53EB-6E91-4927-9CC8-1011C91DC83F.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s1_w5EBAD58A2-24B3-4A73-ADC6-001DEA9A5B09.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s1_w69BA24F6F-0FAB-4B8E-A244-5630AFF48474.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s1_w7E453A141-35AD-4B49-8357-18A7981EECD4.tif
P015077,K03,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s2_w12435A29F-323A-4B67-90A7-6635F2622E8B.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s2_w204C664C3-EB18-49F0-9E98-68A781329638.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s2_w38925C2C9-F7F3-45FB-A3DD-694B47E7B314.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s2_w42CB3C539-F4D3-47FF-A780-BAC018B38EBC.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s2_w560AAA565-5900-4260-93DF-D9D97DD746C6.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s2_w6CEFB9F88-1B8B-4D13-B7D8-57D0881AFEAB.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s2_w7224ADD2A-D3CD-40AD-A6F0-3BBC05D3399E.tif
P015077,K03,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s3_w16E6D74CB-943B-4C8F-845A-8F4764315583.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s3_w2C6FD0860-980A-474F-A05C-F4532F35FD22.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s3_w30564C941-4651-419F-82FC-72FF9C9FBC01.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s3_w48EE25873-EB5D-4AC7-A211-1420B43D936E.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s3_w594745D74-BC00-4422-B037-8853FA479D73.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s3_w6FEA3E8D7-E34C-4FBB-A29C-B476D25FA5AF.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s3_w771B68F6D-F1B8-431D-BCBD-11BE700D7C82.tif
P015077,K03,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s4_w173A6B496-A4C8-4623-A872-766AE3CFE63B.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s4_w21B685BC4-EDC5-4634-B7C3-E764A19E8E82.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s4_w3CCA88EC6-F0CE-4257-99E8-E352A899AF56.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s4_w4EAA7E7B6-D3AE-4FBD-8FC3-2CDF6675A29C.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s4_w5ADC986A1-CFA2-42C9-8DD8-74FCC5367C39.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s4_w601C46311-7CFD-44B9-9192-0CFD27E0BE00.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s4_w7EA1619D5-83B1-4CEA-9DC5-F52DAD1BCA6E.tif
P015077,K03,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s5_w1905FBD1E-7BF7-41C3-B0A7-00ED5142F5C3.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s5_w2D038C86D-E606-4E01-906B-9DCAE81D0FA4.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s5_w36E96574B-9800-4E61-AC54-91E5134D7885.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s5_w4F722F73B-FCA3-40B0-8C07-91D8AA813276.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s5_w5B7D8A3C9-7805-4522-8A52-2ED546BB8BE0.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s5_w68FBBDE1D-B09D-47D5-AF6E-25074B268CA6.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K03_s5_w74A6E4C12-C241-4152-A1D1-54B505EDFF1B.tif
P015077,K10,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL/2022-03-01/953,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K10_s1_w1625F2817-8894-4827-BEC0-09007EF2BCBE.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K10_s1_w2D532F578-16B6-4843-853E-1F69DE30CC4C.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K10_s1_w37E9D2E3E-6651-4D7E-9577-D98A956D9824.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K10_s1_w422B2D6CA-95B1-47AC-AD70-B54567A01D42.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K10_s1_w5B4259BC5-9CBD-452E-AE50-6DB0AA93C0BD.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K10_s1_w670CB5735-B2E1-4039-AC31-80AF2441B20C.tif,specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_K10_s1_w7C83E94BD-DB0C-4C91-B7C0-217F73E19E73.tif
