plate,well,site,compound,batch_id,path,moa
P015090,I22,s4,CBK290753,BJ1898593,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I22_s4_w64978A0AD-FDF6-4191-B35D-057C036CFF77.npy,HSP inhibitor
P015090,I22,s5,CBK290753,BJ1898593,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I22_s5_w6606D50AC-C3D3-4E68-9017-411652CA0188.npy,HSP inhibitor
P015090,I23,s1,CBK307895,BJ1895455,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I23_s1_w6B2E413B1-7D19-4904-9761-823CFF52ADD0.npy,glucocorticoid receptor agonist
P015090,I23,s2,CBK307895,BJ1895455,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I23_s2_w6605858F6-EA19-434C-94C3-228D0083F083.npy,glucocorticoid receptor agonist
P015090,I23,s3,CBK307895,BJ1895455,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I23_s3_w68C71FBCA-7628-441A-A3BA-F77E4CBE7302.npy,glucocorticoid receptor agonist
P015090,I23,s4,CBK307895,BJ1895455,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I23_s4_w671CEF7E5-A6F9-49AC-B8D9-F942C784DE8E.npy,glucocorticoid receptor agonist
P015090,I23,s5,CBK307895,BJ1895455,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I23_s5_w6464F370E-F0E2-4D61-AE45-1E63F6600C55.npy,glucocorticoid receptor agonist
P015090,J03,s1,CBK277968,BJ1898256,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J03_s1_w6AA03E373-58B4-4EBE-ACB6-6A3B0B6DE0A3.npy,JAK inhibitor
P015090,J03,s2,CBK277968,BJ1898256,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J03_s2_w662316341-A458-4C4F-874C-BB6B2A030E5C.npy,JAK inhibitor
P015090,J03,s3,CBK277968,BJ1898256,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J03_s3_w68EF3BA34-B16A-4AE5-89AE-9B0CE2061E3C.npy,JAK inhibitor
P015090,J03,s4,CBK277968,BJ1898256,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J03_s4_w6A19CC2B5-6434-4D1F-885F-93B8CAD98EF4.npy,JAK inhibitor
P015090,J03,s5,CBK277968,BJ1898256,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J03_s5_w6AA4F2598-A102-4368-BA2B-4F3AAD8C595E.npy,JAK inhibitor
P015090,J09,s1,CBK261295,BJ1895872,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J09_s1_w6FA0DE892-99E1-48F3-9244-05704425B08B.npy,HDAC inhibitor
P015090,J09,s2,CBK261295,BJ1895872,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J09_s2_w69768D78D-6967-477C-BAD9-35B0F3C898F4.npy,HDAC inhibitor
P015090,J09,s3,CBK261295,BJ1895872,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J09_s3_w6DC42341C-7543-45A7-8AE2-C46A49D076B5.npy,HDAC inhibitor
P015090,J09,s4,CBK261295,BJ1895872,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J09_s4_w6A5747EEF-CA76-4601-B453-27803233580A.npy,HDAC inhibitor
P015090,J09,s5,CBK261295,BJ1895872,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J09_s5_w68C859ADB-4C9A-45F9-8753-D62033699660.npy,HDAC inhibitor
P015090,J12,s1,CBK303867,BJ1898620,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J12_s1_w623CDB8D1-7B4D-444A-BB2F-973D0694791D.npy,HDAC inhibitor
P015090,J12,s2,CBK303867,BJ1898620,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J12_s2_w6A3F3BA84-AAB7-4D42-B3DC-C2D66D2C198F.npy,HDAC inhibitor
P015090,J12,s3,CBK303867,BJ1898620,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J12_s3_w685652465-9C5E-4A0C-9303-5FF05554A1C1.npy,HDAC inhibitor
P015090,J12,s4,CBK303867,BJ1898620,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J12_s4_w6C10C604D-90AB-449C-85EC-79A462741357.npy,HDAC inhibitor
P015090,J12,s5,CBK303867,BJ1898620,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J12_s5_w659BB3E08-DB77-4A43-ACD8-0770FF79EE6C.npy,HDAC inhibitor
P015090,J14,s1,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J14_s1_w6370C628E-B67A-4635-B908-2A3D3F643B6A.npy,JAK inhibitor
P015090,J14,s2,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J14_s2_w64B680572-3730-48EA-86BE-FCBB256A03F1.npy,JAK inhibitor
P015090,J14,s3,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J14_s3_w63117AFF3-40B2-4F6A-899A-979F76DEC13F.npy,JAK inhibitor
P015090,J14,s4,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J14_s4_w6933D31C0-9498-4F0E-8CFB-CC275CD194DF.npy,JAK inhibitor
P015090,J14,s5,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J14_s5_w6ADD05DDD-AE39-44D4-8EB1-F1012A122D4C.npy,JAK inhibitor
P015090,J15,s1,CBK278016,BJ1898423,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J15_s1_w699DB4A13-6D71-405A-AF14-1FE858BA6790.npy,JAK inhibitor
P015090,J15,s2,CBK278016,BJ1898423,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J15_s2_w6CC0E6DAD-038F-4D1D-B91C-618E9FF6A9C7.npy,JAK inhibitor
P015090,J15,s3,CBK278016,BJ1898423,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J15_s3_w6D6F1A591-5581-4F19-90AC-AC14A77ED554.npy,JAK inhibitor
P015090,J15,s4,CBK278016,BJ1898423,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J15_s4_w64671125A-2245-423E-8D1E-84910207CFD8.npy,JAK inhibitor
P015090,J15,s5,CBK278016,BJ1898423,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J15_s5_w6FD83FE25-17B0-4240-A9CE-23D8DEE28406.npy,JAK inhibitor
P015090,J17,s1,CBK278050,BJ1897016,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J17_s1_w60ED49EF8-171C-431D-86DC-B0FAD2368975.npy,JAK inhibitor
P015090,J17,s2,CBK278050,BJ1897016,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J17_s2_w69A8A5EBF-00AF-4C9A-8F43-304D96A80052.npy,JAK inhibitor
P015090,J17,s3,CBK278050,BJ1897016,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J17_s3_w638DAC34B-C85F-4E8A-9D0B-402E5CEF5B18.npy,JAK inhibitor
P015090,J17,s4,CBK278050,BJ1897016,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J17_s4_w63D16FCEA-0F12-41F1-82EF-2EC0F18E66F0.npy,JAK inhibitor
P015090,J17,s5,CBK278050,BJ1897016,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J17_s5_w6D9472C4D-D1EA-4C51-9250-C12C1B6A1643.npy,JAK inhibitor
P015090,J18,s1,CBK308657,BJ1897019,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J18_s1_w6A2E4AD5D-EFD9-425A-B6BB-51A3617FB902.npy,HSP inhibitor
P015090,J18,s2,CBK308657,BJ1897019,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J18_s2_w66CDB7E98-2FD3-49E9-A286-AF544C25B67C.npy,HSP inhibitor
P015090,J18,s3,CBK308657,BJ1897019,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J18_s3_w6CBA3CCF8-9042-4E40-8A80-C08A12BEFF4A.npy,HSP inhibitor
P015090,J18,s4,CBK308657,BJ1897019,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J18_s4_w6667B7966-9C29-49A6-A472-A6D021148E88.npy,HSP inhibitor
P015090,J18,s5,CBK308657,BJ1897019,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J18_s5_w61DA75030-F6D4-4B10-9A61-77BA41FDF791.npy,HSP inhibitor
P015090,J21,s1,CBK277957,BJ1898165,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J21_s1_w6C546E961-4EF5-4A31-B7BF-BDDE87C90049.npy,HDAC inhibitor
P015090,J21,s2,CBK277957,BJ1898165,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J21_s2_w6B748958A-98F8-4AF0-B661-82DD0813AF1D.npy,HDAC inhibitor
P015090,J21,s3,CBK277957,BJ1898165,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J21_s3_w69AD7BA6C-BC34-4D8A-A0AE-431A2AFB2A75.npy,HDAC inhibitor
P015090,J21,s4,CBK277957,BJ1898165,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J21_s4_w6D941A439-6503-48FD-AD83-31F9D7605D40.npy,HDAC inhibitor
P015090,J21,s5,CBK277957,BJ1898165,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J21_s5_w667A53726-49F5-4CC6-9835-5D82BA0F237B.npy,HDAC inhibitor
P015090,J23,s1,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J23_s1_w690514EAC-1062-47B7-8F82-08FA7142D186.npy,HSP inhibitor
P015090,J23,s2,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J23_s2_w6E6FCF826-F1BD-4E04-8EBA-06683C81881C.npy,HSP inhibitor
P015090,J23,s3,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J23_s3_w6EE14F67C-5781-4672-A396-B3F464C33C73.npy,HSP inhibitor
P015090,J23,s4,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J23_s4_w63AB8A826-C6A7-4571-8502-25E89E940800.npy,HSP inhibitor
P015090,J23,s5,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J23_s5_w6C59B6339-B49A-4C78-8866-25F1F1A37FE6.npy,HSP inhibitor
P015090,K03,s1,CBK309522,BJ1898952,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K03_s1_w6D63C8794-48F5-42D1-8383-2CD0128F7E4E.npy,HSP inhibitor
P015090,K03,s2,CBK309522,BJ1898952,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K03_s2_w631BD69D9-5184-4064-9C00-08AD539A247F.npy,HSP inhibitor
P015090,K03,s3,CBK309522,BJ1898952,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K03_s3_w64A033940-2C68-451C-B07C-8E3E676CC60F.npy,HSP inhibitor
P015090,K03,s4,CBK309522,BJ1898952,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K03_s4_w699742E76-F4BC-4FA0-A7F7-06E6DDE13949.npy,HSP inhibitor
P015090,K03,s5,CBK309522,BJ1898952,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K03_s5_w6A7594D59-F04F-439A-BAC7-22BADFF38244.npy,HSP inhibitor
P015090,K04,s1,CBK200914,BJ1898001,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K04_s1_w616F18FF5-81B3-46AC-8F0A-5FA670DF883F.npy,glucocorticoid receptor agonist
P015090,K04,s2,CBK200914,BJ1898001,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K04_s2_w676A37226-2F96-4CDE-A0FF-F789E66B1ACD.npy,glucocorticoid receptor agonist
P015090,K04,s3,CBK200914,BJ1898001,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K04_s3_w64494302E-EA45-45EC-95D5-D15CFA397A11.npy,glucocorticoid receptor agonist
P015090,K04,s4,CBK200914,BJ1898001,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K04_s4_w6A7743739-FC14-4D67-A2EC-2950A5754DEB.npy,glucocorticoid receptor agonist
P015090,K04,s5,CBK200914,BJ1898001,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K04_s5_w6BE486B02-2551-4725-A7B0-196E46479979.npy,glucocorticoid receptor agonist
P015090,K05,s1,CBK290760,BJ1898594,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K05_s1_w6DC8D47E4-F490-4E79-885B-690ECD1DCF2C.npy,HSP inhibitor
P015090,K05,s2,CBK290760,BJ1898594,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K05_s2_w657787FA4-CF29-4FD1-8F2E-6DEFB5FF4C86.npy,HSP inhibitor
P015090,K05,s3,CBK290760,BJ1898594,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K05_s3_w625B6CAF4-D4D3-41E6-845B-CC63C2A1304E.npy,HSP inhibitor
P015090,K05,s4,CBK290760,BJ1898594,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K05_s4_w6D4C55918-44C7-42BB-9EA0-64957F09A926.npy,HSP inhibitor
P015090,K05,s5,CBK290760,BJ1898594,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K05_s5_w637164F78-FCCE-4A5C-86A6-4F28B37BC6CA.npy,HSP inhibitor
P015090,K11,s1,CBK308923,BJ1897365,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K11_s1_w608CC93A5-7B90-4FF9-99B6-1A29CEFAF6FE.npy,HSP inhibitor
P015090,K11,s2,CBK308923,BJ1897365,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K11_s2_w6275CF8D2-96D7-4C64-A721-B492604AE416.npy,HSP inhibitor
P015090,K11,s3,CBK308923,BJ1897365,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K11_s3_w6408DAFDE-BCFD-41C6-9358-3AC7D9ED8502.npy,HSP inhibitor
P015090,K11,s4,CBK308923,BJ1897365,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K11_s4_w645BB0277-6460-41FC-B9D8-43423AB2D963.npy,HSP inhibitor
P015090,K11,s5,CBK308923,BJ1897365,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K11_s5_w6FFD1A918-772F-41AC-8829-A5B6D978A1E4.npy,HSP inhibitor
P015090,K12,s1,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K12_s1_w6A2C9C674-6D69-4892-BAC1-26FF48C855B6.npy,HSP inhibitor
P015090,K12,s2,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K12_s2_w618AD0B50-DF89-4712-9B7A-71D1D89A7857.npy,HSP inhibitor
P015090,K12,s3,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K12_s3_w613180CEF-96B6-481C-9892-62BB4C0A7E2F.npy,HSP inhibitor
P015090,K12,s4,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K12_s4_w66485F2D0-6439-4FF8-BC70-072D32F2FD4E.npy,HSP inhibitor
P015090,K12,s5,CBK277973,BJ1897020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K12_s5_w6F769C626-49D9-47CA-ADFC-163DD8BA3294.npy,HSP inhibitor
P015090,K13,s1,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K13_s1_w67327EC7F-217E-463C-8545-E05ACA9335D9.npy,JAK inhibitor
P015090,K13,s2,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K13_s2_w620093018-7933-4C6D-9E5F-24CCC3B38292.npy,JAK inhibitor
P015090,K13,s3,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K13_s3_w6D0CC84AB-C036-482E-BD1C-AAA58F18B943.npy,JAK inhibitor
P015090,K13,s4,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K13_s4_w6613EAF51-8EBA-42B8-8A1F-F9C45824A008.npy,JAK inhibitor
P015090,K13,s5,CBK278067,BJ1898441,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K13_s5_w6B0A27045-0E7D-4E36-A62C-B2CD15FF8A4A.npy,JAK inhibitor
P015090,K17,s1,CBK308232,BJ1896412,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K17_s1_w674D05FBA-B8F9-4756-8358-3ADC59E22A8B.npy,HSP inhibitor
P015090,K17,s2,CBK308232,BJ1896412,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K17_s2_w6390E7172-811D-4E7A-87D3-C2A6E6B2BBDF.npy,HSP inhibitor
P015090,K17,s3,CBK308232,BJ1896412,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K17_s3_w65948B63B-846B-41D4-A53D-34861B014808.npy,HSP inhibitor
P015090,K17,s4,CBK308232,BJ1896412,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K17_s4_w612243C04-AC6D-488E-9455-CFDAE7991B5B.npy,HSP inhibitor
P015090,K17,s5,CBK308232,BJ1896412,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K17_s5_w605E22FF2-97F5-47CC-8181-485588535DE4.npy,HSP inhibitor
P015090,K20,s1,CBK042108,BJ1894520,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K20_s1_w6EEDDC913-DBC3-49D3-BD01-F818A9614F44.npy,glucocorticoid receptor agonist
P015090,K20,s2,CBK042108,BJ1894520,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K20_s2_w688B6C03B-65D1-418D-B67D-50EEC4E0DF6E.npy,glucocorticoid receptor agonist
P015090,K20,s3,CBK042108,BJ1894520,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K20_s3_w60EFDFB71-AC45-4512-9DBE-B95612F92A36.npy,glucocorticoid receptor agonist
P015090,K20,s4,CBK042108,BJ1894520,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K20_s4_w66EF20E0C-A611-4C74-B1EA-205896D0CC3A.npy,glucocorticoid receptor agonist
P015090,K20,s5,CBK042108,BJ1894520,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K20_s5_w612D9AFC4-3206-4242-8735-9C47DC4D41C2.npy,glucocorticoid receptor agonist
P015090,K22,s1,CBK308266,BJ1896451,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K22_s1_w60669A917-6463-4F59-B71C-4883FBE839AB.npy,HDAC inhibitor
P015090,K22,s2,CBK308266,BJ1896451,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K22_s2_w61C0F1D8C-C3F3-4C25-BC2B-41EAF3284023.npy,HDAC inhibitor
P015090,K22,s3,CBK308266,BJ1896451,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K22_s3_w691F7D919-580D-42CE-B2E0-81FCDD315E50.npy,HDAC inhibitor
P015090,K22,s4,CBK308266,BJ1896451,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K22_s4_w6106052CD-3315-4288-90D6-CB36A8E0A03F.npy,HDAC inhibitor
P015090,K22,s5,CBK308266,BJ1896451,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K22_s5_w6A6E86591-B3FE-4ED2-8E15-696BEDA485D8.npy,HDAC inhibitor
P015090,L02,s1,CBK200569,BJ1898009,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L02_s1_w645B250B6-A638-4E09-9EB2-BEB31BD7B859.npy,glucocorticoid receptor agonist
P015090,L02,s2,CBK200569,BJ1898009,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L02_s2_w6C8053267-5E8E-4604-87CE-F28340529FA1.npy,glucocorticoid receptor agonist
P015090,L02,s3,CBK200569,BJ1898009,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L02_s3_w68FAAE643-D408-460F-A9B1-85CC5B4E2328.npy,glucocorticoid receptor agonist
P015090,L02,s4,CBK200569,BJ1898009,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L02_s4_w673902654-802E-4F06-952D-5382C9DCE3B5.npy,glucocorticoid receptor agonist
P015090,L02,s5,CBK200569,BJ1898009,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L02_s5_w6BBD7B742-6956-4A07-9DBD-390630E2CBE5.npy,glucocorticoid receptor agonist
P015090,L06,s1,CBK307906,BJ1895502,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L06_s1_w6C9C021D6-749E-4751-9A09-5AD7E56493B1.npy,glucocorticoid receptor agonist
P015090,L06,s2,CBK307906,BJ1895502,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L06_s2_w653769166-7FD6-4A85-A3A7-22FAC8067ACC.npy,glucocorticoid receptor agonist
P015090,L06,s3,CBK307906,BJ1895502,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L06_s3_w6566893C0-941B-42F9-8C70-70CCAAE7DDD7.npy,glucocorticoid receptor agonist
P015090,L06,s4,CBK307906,BJ1895502,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L06_s4_w624ACCBF4-C082-4DE6-A7C7-197EA2D9621D.npy,glucocorticoid receptor agonist
P015090,L06,s5,CBK307906,BJ1895502,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L06_s5_w6C53DF733-3022-4267-ACDE-C64827C3CF95.npy,glucocorticoid receptor agonist
P015090,L10,s1,CBK200914,BJ1898001,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_L10_s1_w647CCF132-CA3D-4D6D-B7B5-1F7F13467A94.npy,glucocorticoid receptor agonist
