plate,well,site,compound,path,moa
bfmoalive57-AG-48h-P3-L2,D03,s2,c14,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D03_s2_w13B4703E9-CD6D-4B41-8A81-859AB7AD1C22.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,K10,s5,c14,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K10_s5_w1E4F84C7D-CE81-4A0D-9718-41181932B8BD.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,K21,s5,c33,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K21_s5_w18452599F-7A93-4E3F-AA86-7A7FC26BE075.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,D07,s5,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D07_s5_w18E94BB4D-5BF1-40E1-BA77-4A23C45EF7C7.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C12,s4,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C12_s4_w144834AE7-ED59-4C62-8165-525C893DB195.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N12,s4,c14,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N12_s4_w11B123D0D-F731-443B-90B1-C15ADC835108.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,J08,s3,c2,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J08_s3_w1C842C289-7202-4315-B43E-0BDF9ADAFF92.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K11,s3,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K11_s3_w134F66ABF-8F68-4FF9-AC2B-CCBAC5DC64C3.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L21,s2,c47,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L21_s2_w14CB58152-0CB6-4231-A5E0-F26C7FD90618.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,H15,s5,c41,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H15_s5_w1AA0ECA69-8D22-4C49-9C7C-D6262653FA7C.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,F17,s1,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F17_s1_w1F5D24D39-5B4F-4B66-BDB8-DC24E04E5A70.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,O08,s2,c27,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O08_s2_w178B8C066-9F73-44ED-953D-10C2A8FAD739.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B13,s1,c26,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B13_s1_w119BF29AF-61CB-4871-91FD-E31B0DE9F7F6.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B07,s4,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B07_s4_w11A549B93-606E-4E89-8ACA-1E1AE05AEF2F.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,K08,s3,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K08_s3_w1EF14DC69-7542-4831-9CC3-1A189AA5FD24.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L21,s4,c47,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L21_s4_w1E4722440-AEB1-4365-9323-148024491A31.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O08,s1,c27,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O08_s1_w1F5EBB1A4-B436-4187-8BA7-92BCE48ECB1B.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,D12,s2,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D12_s2_w12FC72715-51A1-46D5-8AC3-1BBBB5FAFEE9.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,O18,s5,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O18_s5_w1D614DDC3-359B-40DF-9589-BC041038B743.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,O12,s2,c2,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O12_s2_w1EA0A7C02-6DA1-4D1C-AF60-2FD084870D6D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,E09,s3,c20,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E09_s3_w1DB045CF0-6AAC-489D-9C55-05CEB13E9E03.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N18,s4,c49,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N18_s4_w176315E7E-826C-4787-9FD1-E5457C79255A.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,N14,s4,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N14_s4_w1BEBFD286-528D-42BD-AFEA-E816D0A49983.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,J10,s1,c43,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J10_s1_w1BC0828C5-8CA5-4DEB-BBAC-CDC6EBF805C8.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B21,s3,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B21_s3_w194832D06-ECA8-461D-9398-8A1CDB885FCB.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N23,s3,c54,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N23_s3_w1B25D908A-A9C2-495B-BC0D-4627359A0E14.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,J07,s5,c32,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J07_s5_w1E918A57B-B4AF-4BE1-92E6-83C964791285.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I23,s5,c47,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I23_s5_w15F2F392F-6166-4F35-83AD-3FD340D60B83.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,G14,s5,c39,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G14_s5_w119AA599B-BCF9-47CA-828C-E11554DB678F.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,K08,s1,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K08_s1_w1E977251E-F0B4-405C-BD90-D8DBF4331181.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,N14,s1,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N14_s1_w18147764F-817A-4740-8834-AC7496AF8AB8.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,H22,s2,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H22_s2_w182FC2755-DB5A-4877-A49F-D5E79C50D661.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B13,s4,c26,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B13_s4_w1168169A0-60BE-4EA0-9584-E4B1A677A8D4.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,O22,s1,c42,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O22_s1_w1CA480442-A380-40F3-BCF3-ECF9AE364194.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K09,s4,c52,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K09_s4_w141C48A61-C53C-4AA7-BC0A-E5DF9B4C6402.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B05,s4,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B05_s4_w1F966BAB8-3FDA-4176-BBCE-3E75AC6208E6.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,F05,s5,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F05_s5_w14760213C-63A8-441C-AFDD-E2CB7074C204.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I22,s1,c26,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I22_s1_w1E33B7F6E-3C30-4D37-A296-FD12FB91E2C6.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N04,s3,c47,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N04_s3_w188A6CDB2-773E-4A04-8268-84D28313FB87.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,E02,s2,c45,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E02_s2_w16538E52C-3BC4-4D7D-B81B-556BD1B9E9BC.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,M05,s3,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M05_s3_w1AA4674CA-89BF-4A90-BDAA-3BDF10B2845A.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,F21,s4,c54,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F21_s4_w10599AA97-60F2-4CF7-82C3-695172B536CC.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,F14,s2,c27,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F14_s2_w1A804079F-E1CF-4A76-BEAC-D224F6517D12.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,E22,s3,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E22_s3_w164ED3337-C43C-460C-ADE2-D47F74E73865.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,M04,s3,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M04_s3_w13351FE53-634D-422A-9889-0579C0B527B2.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,E16,s1,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E16_s1_w182679520-CCF5-4840-A97C-CDF22A1A4CFB.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,J12,s1,c16,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J12_s1_w1A28209E2-7C43-47AE-949A-4A3F024515A0.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,H07,s3,c33,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H07_s3_w1DE0C5B94-44AF-4CE6-9C9E-39901F8D70E7.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,N07,s5,c25,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N07_s5_w10C328AFE-12E6-47F6-BB6C-36543A872AED.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C03,s4,c33,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C03_s4_w1994482A4-0908-4D7D-BDF1-5F3F744DDBF1.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,J19,s4,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J19_s4_w17FD1CACE-7607-419D-867D-F623E058C36E.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C05,s1,c10,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C05_s1_w15B7BFE13-719A-4D2D-B101-C8D7F514D590.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,D20,s4,c10,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D20_s4_w1A3C7EC98-9892-428D-8125-43969CD9B8B4.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,M23,s4,c49,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M23_s4_w181C31209-ED90-42BF-94A4-EE80D7227E3F.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I13,s3,c10,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I13_s3_w1B9D31781-5F7A-4015-815E-95D092E0E997.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,F14,s3,c27,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F14_s3_w1040A495B-522E-4A0D-A269-A228C52D5320.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,H07,s2,c33,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H07_s2_w18CEAA634-4432-4ACA-997F-E7BA57B3C0A9.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,J09,s2,c45,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J09_s2_w19F4BCA0E-54BF-4662-A549-58013545CC68.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,G16,s1,c48,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G16_s1_w147424560-0A79-42DA-9480-68C2B8173DF1.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,G21,s3,c10,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G21_s3_w15FB395B2-DC26-4E4A-A036-024D484B678F.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C17,s5,c39,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C17_s5_w1548DE24A-DCE2-40C4-ADD2-B757C0BD2881.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,E17,s3,c43,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E17_s3_w1203472E9-4061-4E0D-87AC-C28B9696DB83.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G11,s4,c18,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G11_s4_w103C5E1EB-B399-487B-914F-1D135E20D2C1.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,J15,s1,c25,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J15_s1_w124872277-A0E5-4736-A64B-4534A6FD9B57.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D22,s1,c28,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D22_s1_w175250AC1-A353-49BE-801A-5C1945B29752.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,L12,s2,c19,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L12_s2_w110C1B1C4-896A-40EF-A661-CE7C0D6DAC83.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O11,s1,c6,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O11_s1_w11D509825-C132-433A-90BF-EE27D778A91D.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O20,s2,c9,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O20_s2_w1862D1828-67A2-4462-BA56-43BCB93BE18A.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,G17,s1,c42,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G17_s1_w1B84E66D6-5B41-47A5-A57D-D022E30F4645.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,M04,s4,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M04_s4_w13C0278F1-FC27-4F1C-AC44-D6BA1EA04C52.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,O07,s4,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O07_s4_w1C300B7E3-AE45-4C78-8066-839004F1A05F.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,H23,s3,c19,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H23_s3_w13DA1320F-0A16-4B54-A5D5-0C178E184983.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,J21,s1,c18,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J21_s1_w112E715B6-C34A-42C6-BBEF-89FE6906A9DD.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,E16,s3,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E16_s3_w1EFAFCF26-33B4-4A59-86BF-CF10659B3F8D.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,I13,s2,c10,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I13_s2_w13A9B2CCF-5C7D-4FA6-8634-B1FBC87033FE.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B14,s3,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B14_s3_w1ACEF0350-1D20-4A77-968A-676D7F759BB0.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,J07,s4,c32,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J07_s4_w1E3326DDB-1B91-4D37-BD99-A1CA0FCAB8EF.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,M20,s2,c54,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M20_s2_w1953B8D3C-D688-44F1-9B83-5E14850EF308.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C20,s5,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C20_s5_w1CE78E393-75C2-4D49-94F1-1B9B60DAEF10.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,K04,s3,c50,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K04_s3_w199B50196-7995-4290-A2B1-FEEA8AE74089.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,J10,s2,c43,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J10_s2_w1A56421F5-6CE8-4EC5-9F59-0384A89F07AD.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,K08,s2,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K08_s2_w1F7371580-E8B3-4709-8DF7-0C6B173E0828.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L12,s5,c19,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L12_s5_w1A98F0616-FE97-4FF8-8AFC-311A1E5D906D.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O12,s1,c2,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O12_s1_w13D0949E5-EB59-429A-8350-33C5823C48A7.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N23,s2,c54,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N23_s2_w102C63BF7-8870-449A-8B22-2763888BB6EE.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,E02,s5,c45,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E02_s5_w1620D4C7C-A358-4DBE-8B5C-EC1E3FE2A518.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,E23,s3,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E23_s3_w178F58C98-105B-47B6-875C-0CB9FCAD3DD6.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,L15,s4,c32,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L15_s4_w113202B1C-68C4-4565-B332-76EF6450D64F.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,M23,s3,c49,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M23_s3_w16AAA5691-2FFB-48F6-B4D2-8C48003B70DE.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,D20,s2,c10,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D20_s2_w1BC88A41F-4105-4ECE-BDF1-28023336A440.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,N04,s2,c47,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N04_s2_w19A9D69CB-0866-4542-99D7-3AC2794E89A0.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B05,s1,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B05_s1_w1511CAE9F-8B1C-4283-B3C0-512CCDB9C0C2.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,K20,s5,c43,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K20_s5_w18A0A7B90-5A40-4A0A-AA21-A8727D861448.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,J21,s3,c18,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J21_s3_w12B8A5593-1B73-487C-8557-A5830AFD1A65.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K07,s3,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K07_s3_w16B54D22A-9C10-4DA2-9922-DE09ED009DAA.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N07,s4,c25,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N07_s4_w13FBCE133-3383-428E-BCC3-8082DB4D9988.npy,PARP inhibitor
